date,performance
2021-08-12,1.089764
2021-08-13,1.079663
2021-08-16,1.079663
2021-08-17,1.079663
2021-08-18,1.079663
2021-08-19,1.079663
2021-08-20,1.054355
2021-08-23,1.054355
2021-08-24,1.10048
2021-08-25,1.10048
2021-08-26,1.10048
2021-08-27,1.112105
2021-08-30,1.112105
2021-08-31,1.112105
2021-09-01,1.112105
2021-09-06,1.112105
2021-09-07,1.112105
2021-09-08,1.112105
2021-09-09,1.112105
2021-09-10,1.13198
2021-09-13,1.13198
2021-09-14,1.123855
2021-09-15,1.123855
2021-09-16,1.123855
2021-09-17,1.123855
2021-09-20,1.123855
2021-09-21,1.123855
2021-09-22,1.12919
2021-09-23,1.12919
2021-09-24,1.12919
2021-09-27,1.130548
2021-09-28,1.133846
2021-09-29,1.133846
2021-09-30,1.133846
2021-10-01,1.133846
2021-10-04,1.133846
2021-10-05,1.133846
2021-10-06,1.133846
2021-10-07,1.133846
2021-10-08,1.143934
2021-10-11,1.143934
2021-10-12,1.169059
2021-10-13,1.169059
2021-10-14,1.169059
2021-10-15,1.169059
2021-10-18,1.169059
2021-10-19,1.169059
2021-10-20,1.169059
2021-10-21,1.169059
2021-10-22,1.169059
2021-10-25,1.169059
2021-10-26,1.169059
2021-10-27,1.169059
2021-10-28,1.169059
2021-10-29,1.169059
2021-11-01,1.169059
2021-11-02,1.169059
2021-11-03,1.169059
2021-11-04,1.169059
2021-11-05,1.169059
2021-11-08,1.169059
2021-11-09,1.169059
2021-11-10,1.169059
2021-11-11,1.169059
2021-11-12,1.169059
2021-11-15,1.169059
2021-11-16,1.169059
2021-11-17,1.212515
2021-11-18,1.212515
2021-11-19,1.212515
2021-11-22,1.212515
2021-11-23,1.212515
2021-11-24,1.241615
2021-11-25,1.246368
2021-11-26,1.246368
2021-11-29,1.246368
2021-11-30,1.246368
2021-12-01,1.246368
2021-12-02,1.246368
2021-12-03,1.153186
2021-12-06,1.153186
2021-12-07,1.153186
2021-12-08,1.153186
2021-12-09,1.153186
2021-12-10,1.153186
2021-12-13,1.153186
2021-12-14,1.153186
2021-12-15,1.153186
2021-12-16,1.153186
2021-12-17,1.153186
2021-12-20,1.153186
2021-12-21,1.153186
2021-12-22,1.153186
2021-12-23,1.153186
2021-12-24,1.153186
2021-12-27,1.153186
2021-12-28,1.153186
2021-12-29,1.153186
2021-12-30,1.153186
2021-12-31,1.153186
2022-01-04,1.153186
2022-01-05,1.153186
2022-01-06,1.153186
2022-01-07,1.153186
2022-01-10,1.153186
2022-01-11,1.153186
2022-01-12,1.153186
2022-01-13,1.153186
2022-01-14,1.153186
2022-01-17,1.153186
2022-01-18,1.153186
2022-01-19,1.153186
2022-01-20,1.153186
2022-01-21,1.153186
2022-01-24,1.153186
2022-01-25,1.153186
2022-01-26,1.153186
2022-01-27,1.153186
2022-01-28,1.153186
