,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
226,THN,Q3,2018,17.3,0.7,0.043,0.021,446,10446,,,,,,0.468,,,0.9,0.197,2.1,,,,,,,,,1.1,,0.02,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Thanh Hóa
227,TMC,Q3,2018,4.4,0.7,0.159,0.088,2538,16431,,,,,,0.547,,,1.2,-0.026,1.8,,,,,,,,,0.8,,0.021,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức
228,TVW,Q3,2018,25.5,1.5,0.059,0.03,654,10971,,,,,,0.505,,,1.0,-0.123,2.0,,,,,,,,,1.0,,0.015,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Trà Vinh
229,TNW,Q3,2018,21.0,0.5,0.025,0.013,390,15513,,,,,,0.499,,,1.0,0.351,2.0,,,,,,,,,1.0,,0.018,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nước sạch Thái Nguyên
230,VMG,Q3,2018,1.6,0.4,0.273,0.088,1262,5229,,,,,,0.294,,,0.4,0.216,3.4,,,,,,,,,2.4,,0.035,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu
231,VLW,Q3,2018,9.3,0.9,0.095,0.071,1023,10913,,,,,,0.753,,,3.0,0.04,1.3,,,,,,,,,0.3,,0.021,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Vĩnh Long
232,VCW,Q3,2018,11.9,2.6,0.231,0.186,2669,12372,,,,,,0.853,,,5.8,0.072,1.2,,,,,,,,,0.2,,0.065,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư Nước sạch Sông Đà
233,ABB,Q3,2018,,,0.113,0.009,1051,9735,0.028,0.127,0.024,0.656,0.045,0.08,0.147,0.651,0.1,-0.062,12.5,0.33,0.185,0.577,0.543,0.791,0.729,0.013,0.445,11.5,0.009,0.016,0.026,Ngân hàng,Ngân hàng Thương mại Cổ phần An Bình
234,EIB,Q3,2018,12.8,1.1,0.094,0.009,1102,12352,0.022,0.151,0.021,0.596,0.053,0.103,0.154,0.614,0.1,0.098,9.7,0.306,0.18,0.711,0.671,0.827,0.859,0.014,0.321,8.7,0.002,0.014,0.032,Ngân hàng,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam
235,KLB,Q3,2018,14.3,0.9,0.064,0.006,641,10229,0.03,0.195,0.01,0.891,0.064,0.094,0.135,0.751,0.1,0.077,10.7,0.199,0.187,0.783,0.695,0.99,0.791,0.007,0.23,9.7,0.0,0.016,0.162,Ngân hàng,Ngân hàng Thương mại Cổ phần Kiên Long
236,LPB,Q3,2018,8.5,0.9,0.107,0.007,855.0,8364,0.033,0.037,0.013,0.849,0.058,0.06,0.087,0.581,0.1,-0.119,16.6,0.338,0.213,0.729,0.688,0.903,0.807,0.009,0.286,15.6,0.003,0.033,0.214,Ngân hàng,Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt
237,MSB,Q3,2018,,,-0.02,-0.002,-185,9039,0.021,0.421,0.025,0.66,0.032,0.108,0.345,0.635,0.1,0.223,9.3,0.127,0.008,0.375,0.312,0.617,0.608,0.008,0.595,8.3,0.033,-0.001,0.128,Ngân hàng,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam
238,NAB,Q3,2018,,,0.176,0.011,1423,8788,0.036,0.077,,,0.061,0.06,0.088,0.733,0.1,0.632,16.5,0.212,0.229,0.725,0.684,0.882,0.822,,0.287,15.5,0.01,0.028,0.589,Ngân hàng,Ngân hàng Thương mại Cổ phần Nam Á
239,NVB,Q3,2018,132.4,1.2,0.009,0.0,69,7891,0.021,-0.11,,,0.058,0.046,0.092,0.98,0.0,-0.007,21.7,0.016,0.006,0.618,0.5,0.738,0.838,,0.345,20.7,0.004,0.0,0.216,Ngân hàng,Ngân hàng Thương mại Cổ phần Quốc Dân
240,OCB,Q3,2018,,,0.244,0.021,1212,6175,0.042,0.281,0.027,0.391,0.058,0.098,0.157,0.416,0.1,0.136,10.2,0.467,0.376,0.645,0.621,0.883,0.73,0.017,0.394,9.2,0.01,0.183,0.164,Ngân hàng,Ngân hàng Thương mại Cổ phần Phương Đông
241,PGB,Q3,2018,,,0.022,0.003,266,12278,0.033,0.051,0.045,0.265,0.049,0.136,0.175,0.581,0.2,-0.189,7.3,0.335,0.161,0.801,0.78,0.98,0.817,0.035,0.205,6.3,0.021,0.012,0.081,Ngân hàng,Ngân hàng Thương mại Cổ phần Xăng dầu Petrolimex
242,SGB,Q3,2018,,,-0.01,-0.002,-116,11339,0.033,0.23,0.064,0.174,0.052,0.164,0.253,0.545,0.2,-3.212,6.1,0.17,0.02,0.701,0.651,0.941,0.746,0.042,0.341,5.1,0.024,0.002,0.031,Ngân hàng,Ngân hàng Thương mại Cổ phần Sài Gòn Công thương
243,VAB,Q3,2018,,,0.029,0.002,274,9519,0.023,0.026,,,0.053,0.067,0.118,0.41,0.1,0.17,14.9,0.554,0.069,0.614,0.567,0.924,0.664,,0.389,13.9,0.012,0.008,0.116,Ngân hàng,Ngân hàng Thương mại Cổ phần Việt Á
244,CAP,Q3,2018,4.9,2.0,0.446,0.342,6026,14487,,,,,,0.79,,,3.8,-0.123,1.3,,,,,,,,,0.3,,-0.094,,Tài nguyên Cơ bản,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái
245,DHC,Q3,2018,10.3,1.8,0.202,0.105,1981,11594,,,,,,0.458,,,0.8,0.205,2.2,,,,,,,,,1.2,,0.051,,Tài nguyên Cơ bản,Công ty Cổ phần Đông Hải Bến Tre
246,DLG,Q3,2018,26.5,0.3,0.01,0.004,99,10422,,,,,,0.37,,,0.7,0.019,2.7,,,,,,,,,1.5,,0.005,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Đức Long Gia Lai
247,GTA,Q3,2018,6.4,0.6,0.1,0.029,1651,16567,,,,,,0.248,,,0.3,-0.019,4.0,,,,,,,,,3.0,,0.024,,Tài nguyên Cơ bản,Công ty Cổ phần Chế biến Gỗ Thuận An
248,HAP,Q3,2018,5.6,0.2,0.041,0.035,500,12361,,,,,,0.847,,,5.9,0.214,1.2,,,,,,,,,0.2,,0.01,,Tài nguyên Cơ bản,Công ty Cổ phần Tập Đoàn Hapaco
249,MDF,Q3,2018,16.1,0.7,0.044,0.018,529,12093,,,,,,0.423,,,0.7,0.03,2.4,,,,,,,,,1.4,,-0.026,,Tài nguyên Cơ bản,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị
250,PIS,Q3,2018,5.8,0.5,0.084,0.057,1042,12311,,,,,,0.62,,,1.9,0.173,1.6,,,,,,,,,0.5,,0.021,,Tài nguyên Cơ bản,Tổng Công ty Pisico Bình Định - Công ty Cổ phần
251,PTB,Q3,2018,6.7,1.7,0.316,0.139,7802,30403,,,,,,0.465,,,0.9,0.033,2.2,,,,,,,,,1.1,,0.064,,Tài nguyên Cơ bản,Công ty Cổ phần Phú Tài
252,SAV,Q3,2018,5.9,0.4,0.074,0.036,1187,16243,,,,,,0.483,,,0.9,0.108,2.1,,,,,,,,,1.1,,0.023,,Tài nguyên Cơ bản,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex
253,SVT,Q3,2018,21.6,0.4,0.02,0.02,224,11228,,,,,,0.994,,,163.4,-0.102,1.0,,,,,,,,,0.0,,0.005,,Tài nguyên Cơ bản,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông
254,TTF,Q3,2018,-2.6,12.7,-5.177,-0.206,-2116,442,,,,,,0.054,,,0.0,0.005,18.5,,,,,,,,,39.4,,0.025,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành
255,VID,Q3,2018,6.3,0.4,0.067,0.039,779,11667,,,,,,0.54,,,1.7,-0.014,1.9,,,,,,,,,0.6,,0.017,,Tài nguyên Cơ bản,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông
256,VIF,Q3,2018,3.9,0.8,0.212,0.189,2958,14815,,,,,,0.908,,,11.4,-0.044,1.1,,,,,,,,,0.1,,0.035,,Tài nguyên Cơ bản,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần
257,TTS,Q3,2018,-437.1,1.4,-0.003,-0.001,-13,4410,,,,,,0.175,,,0.2,-1.026,5.7,,,,,,,,,4.7,,-0.067,,Tài nguyên Cơ bản,Công ty Cổ phần Cán thép Thái Trung
258,DPS,Q3,2018,-7.5,0.1,-0.011,-0.006,-120,10530,,,,,,0.562,,,1.3,0.582,1.8,,,,,,,,,0.8,,-0.004,,Tài nguyên Cơ bản,Công ty Cổ phần Đầu tư Phát triển Sóc Sơn
259,DTL,Q3,2018,34.5,2.3,0.07,0.03,1363,20226,,,,,,0.387,,,0.6,-0.41,2.6,,,,,,,,,1.6,,0.013,,Tài nguyên Cơ bản,Công ty Cổ phần Đại Thiên Lộc
260,HLA,Q3,2018,-0.1,0.0,0.095,-0.421,-3663,-40506,,,,,,-5.056,,,-0.8,-0.347,-0.2,,,,,,,,,-1.2,,0.031,,Tài nguyên Cơ bản,Công ty Cổ phần Hữu Liên Á Châu
261,HMC,Q3,2018,2.1,0.6,0.288,0.118,5150,18752,,,,,,0.358,,,0.6,0.068,2.8,,,,,,,,,1.8,,0.062,,Tài nguyên Cơ bản,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL
262,HSG,Q3,2018,12.0,1.0,0.08,0.019,829,10366.0,,,,,,0.241,,,0.3,-0.429,4.2,,,,,,,,,3.1,,-0.02,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Hoa Sen
263,ITQ,Q3,2018,9.9,0.3,0.032,0.019,345,10830,,,,,,0.582,,,1.4,0.119,1.7,,,,,,,,,0.7,,0.008,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Thiên Quang
264,KKC,Q3,2018,10.3,0.7,0.064,0.039,1032,15550,,,,,,0.663,,,2.0,-0.519,1.5,,,,,,,,,0.5,,-0.015,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Thành Thái
265,KMT,Q3,2018,5.7,0.5,0.089,0.015,1135,12911,,,,,,0.166,,,0.2,-0.118,6.0,,,,,,,,,5.0,,0.013,,Tài nguyên Cơ bản,Công ty Cổ phần Kim khí Miền Trung
266,KTL,Q3,2018,3.4,0.8,0.242,0.082,5026,22285,,,,,,0.38,,,0.6,-0.074,2.6,,,,,,,,,1.6,,-0.034,,Tài nguyên Cơ bản,Công ty Cổ phần Kim khí Thăng Long
267,KVC,Q3,2018,5.2,0.1,0.028,0.017,305,11208,,,,,,0.593,,,1.5,-0.339,1.7,,,,,,,,,0.7,,0.005,,Tài nguyên Cơ bản,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ
268,MEL,Q3,2018,8.2,0.7,0.092,0.023,1063,11608,,,,,,0.253,,,0.3,-0.167,3.9,,,,,,,,,2.9,,0.018,,Tài nguyên Cơ bản,Công ty Cổ phần Thép Mê Lin
269,MHL,Q3,2018,14.1,0.4,0.027,0.009,325,12045,,,,,,0.287,,,0.4,11.868,3.5,,,,,,,,,2.5,,0.004,,Tài nguyên Cơ bản,Công ty Cổ phần Minh Hữu Liên
270,NKG,Q3,2018,7.0,0.8,0.145,0.044,1745,14398,,,,,,0.338,,,0.5,-0.35,3.0,,,,,,,,,2.0,,0.0,,Tài nguyên Cơ bản,Công ty Cổ phần Thép Nam Kim
271,POM,Q3,2018,5.8,0.9,0.167,0.075,2092,13536,,,,,,0.459,,,0.9,-0.276,2.2,,,,,,,,,1.2,,0.009,,Tài nguyên Cơ bản,Công ty Cổ phần Thép Pomina
272,SHA,Q3,2018,3.6,0.4,0.121,0.053,1176,10662,,,,,,0.443,,,0.8,0.035,2.3,,,,,,,,,1.3,,0.033,,Tài nguyên Cơ bản,Công ty Cổ phần Sơn Hà Sài Gòn
273,NSH,Q3,2018,23.5,0.5,0.021,0.006,246,11534,,,,,,0.252,,,0.3,-0.087,4.0,,,,,,,,,3.0,,0.004,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi
274,SHI,Q3,2018,4.2,0.5,0.124,0.035,1094,9181,,,,,,0.273,,,0.4,-0.026,3.7,,,,,,,,,2.5,,0.017,,Tài nguyên Cơ bản,Công ty Cổ phần Quốc tế Sơn Hà
275,SMC,Q3,2018,3.3,0.7,0.222,0.051,4415,21885,,,,,,0.248,,,0.4,-0.027,4.0,,,,,,,,,2.9,,0.025,,Tài nguyên Cơ bản,Công ty Cổ phần Đầu tư Thương mại SMC
276,SSM,Q3,2018,-2.0,0.8,-0.349,-0.161,-4874,11573,,,,,,0.571,,,1.3,-0.016,1.8,,,,,,,,,0.8,,0.01,,Tài nguyên Cơ bản,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM
277,TDS,Q3,2018,1.8,0.4,0.23,0.125,4834,22426,,,,,,0.489,,,1.0,-0.222,2.0,,,,,,,,,1.0,,0.021,,Tài nguyên Cơ bản,Công ty Cổ phần Thép Thủ Đức - VNSTEEL
278,TIS,Q3,2018,37.0,1.3,0.034,0.007,350,10308,,,,,,0.185,,,0.2,0.011,5.4,,,,,,,,,4.4,,0.003,,Tài nguyên Cơ bản,Công ty Cổ phần Gang thép Thái Nguyên
279,TKU,Q3,2018,4.0,0.6,0.159,0.085,2172,13793,,,,,,0.548,,,1.2,-0.055,1.8,,,,,,,,,0.8,,0.019,,Tài nguyên Cơ bản,Công ty Cổ phần Công nghiệp Tung Kuang
280,TLH,Q3,2018,2.5,0.4,0.168,0.086,2562,16327,,,,,,0.512,,,1.1,-0.132,2.0,,,,,,,,,0.9,,0.019,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Thép Tiến Lên
281,TNA,Q3,2018,5.7,1.1,0.192,0.062,2016,10869,,,,,,0.325,,,0.5,-0.071,3.1,,,,,,,,,2.0,,0.025,,Tài nguyên Cơ bản,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam
282,TNB,Q3,2018,2.8,0.2,0.088,0.035,1350,15958,,,,,,0.353,,,0.5,1.087,2.8,,,,,,,,,1.8,,0.087,,Tài nguyên Cơ bản,Công ty Cổ phần Thép Nhà Bè - VNSTEEL
283,TNS,Q3,2018,11.4,1.5,0.143,0.006,210,1582,,,,,,0.04,,,0.0,-0.853,24.8,,,,,,,,,23.8,,-0.039,,Tài nguyên Cơ bản,Công ty Cổ phần Thép Tấm Lá Thống Nhất
284,TNI,Q3,2018,19.9,0.8,0.058,0.035,526,13275,,,,,,0.695,,,2.3,0.155,1.4,,,,,,,,,0.4,,0.214,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Thành Nam
285,VCA,Q3,2018,2.6,0.5,0.209,0.105,3365,16076,,,,,,0.399,,,0.7,-0.215,2.5,,,,,,,,,1.5,,0.02,,Tài nguyên Cơ bản,Công ty Cổ phần Thép VICASA - VNSTEEL
286,VGS,Q3,2018,5.4,0.5,0.098,0.037,1415,14973,,,,,,0.407,,,0.7,-0.244,2.5,,,,,,,,,1.5,,0.014,,Tài nguyên Cơ bản,Công ty Cổ phần Ống thép Việt Đức VG PIPE
287,TMG,Q3,2018,3.7,1.9,0.496,0.324,8354,16526,,,,,,0.651,,,1.9,-0.208,1.5,,,,,,,,,0.5,,0.033,,Tài nguyên Cơ bản,Công ty Cổ phần Kim loại màu Thái Nguyên - Vimico
288,TVN,Q3,2018,6.8,0.8,0.121,0.066,1421,12506,,,,,,0.548,,,1.4,-0.167,1.8,,,,,,,,,0.7,,0.015,,Tài nguyên Cơ bản,Tổng Công ty Thép Việt Nam - Công ty Cổ phần
289,ACM,Q3,2018,-1.8,0.1,-0.049,-0.039,-500,9994,,,,,,0.791,,,3.8,-0.105,1.3,,,,,,,,,0.3,,0.001,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Khoáng sản Á Cường
290,AMC,Q3,2018,4.4,0.9,0.209,0.107,3424,16093,,,,,,0.52,,,1.1,-0.138,1.9,,,,,,,,,0.9,,0.037,,Tài nguyên Cơ bản,Công ty Cổ phần Khoáng sản Á Châu
291,ATG,Q3,2018,-5.6,0.2,-0.038,-0.028,-390,10041,,,,,,0.74,,,2.8,1.02,1.4,,,,,,,,,0.4,,-0.003,,Tài nguyên Cơ bản,Công ty Cổ phần An Trường An
292,BKC,Q3,2018,66.5,0.7,0.01,0.006,136,13002,,,,,,0.531,,,1.1,-0.613,1.9,,,,,,,,,0.9,,0.003,,Tài nguyên Cơ bản,Công ty Cổ phần Khoáng sản Bắc Kạn
293,BMC,Q3,2018,15.8,0.8,0.052,0.043,807,15397,,,,,,0.811,,,4.3,0.118,1.2,,,,,,,,,0.2,,0.017,,Tài nguyên Cơ bản,Công ty Cổ phần Khoáng sản Bình Định
294,DHM,Q3,2018,20.4,0.4,0.019,0.012,196,11252,,,,,,0.604,,,1.5,0.29,1.7,,,,,,,,,0.7,,0.007,,Tài nguyên Cơ bản,Công ty Cổ phần Thương mại & Khai thác Khoáng sản Dương Hiếu
295,HGM,Q3,2018,12.8,2.1,0.157,0.136,2772,17181,,,,,,0.861,,,6.2,-0.136,1.2,,,,,,,,,0.2,,0.03,,Tài nguyên Cơ bản,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang
296,HLC,Q3,2018,1.6,0.4,0.261,0.019,3017,11983,,,,,,0.08,,,0.1,0.387,12.5,,,,,,,,,11.5,,0.027,,Tài nguyên Cơ bản,Công ty Cổ phần Than Hà Lầm - Vinacomin
297,HPM,Q3,2018,8.5,1.3,0.159,0.109,1401,9135,,,,,,0.738,,,2.8,-1.866,1.4,,,,,,,,,0.4,,0.373,,Tài nguyên Cơ bản,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc
298,KSB,Q3,2018,6.4,2.1,0.372,0.144,4070,12404,,,,,,0.318,,,0.5,0.048,3.1,,,,,,,,,2.1,,0.065,,Tài nguyên Cơ bản,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương
299,KSH,Q3,2018,-482.2,0.2,0.0,0.0,-3,10310,,,,,,0.925,,,18.5,-0.948,1.1,,,,,,,,,0.1,,0.008,,Tài nguyên Cơ bản,Công ty Cổ phần Damac GLS
300,KHD,Q3,2018,1.1,0.3,0.334,0.15,3276,10646,,,,,,0.447,,,0.8,0.067,2.2,,,,,,,,,1.2,,0.046,,Tài nguyên Cơ bản,"Công ty Cổ phần Khai thác, Chế biến Khoáng sản Hải Dương"
301,KSQ,Q3,2018,-6.3,0.1,-0.022,-0.021,-223,10163,,,,,,0.984,,,62.1,0.716,1.0,,,,,,,,,0.0,,-0.012,,Tài nguyên Cơ bản,Công ty Cổ phần CNC Capital Việt Nam
302,KSV,Q3,2018,12.8,0.7,0.051,0.016,563,10869,,,,,,0.28,,,0.5,-0.373,3.6,,,,,,,,,2.0,,-0.007,,Tài nguyên Cơ bản,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần
303,LCM,Q3,2018,36.7,0.1,0.002,0.002,21,8763,,,,,,0.913,,,19.3,-0.602,1.1,,,,,,,,,0.1,,-0.002,,Tài nguyên Cơ bản,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai
304,MDC,Q3,2018,3.7,0.4,0.096,0.018,1053,11159,,,,,,0.186,,,0.2,0.279,5.4,,,,,,,,,4.4,,0.02,,Tài nguyên Cơ bản,Công ty Cổ phần Than Mông Dương - Vinacomin
305,MIM,Q3,2018,9.7,1.4,0.15,0.053,1576,10705,,,,,,0.346,,,0.5,-0.439,2.9,,,,,,,,,1.9,,0.024,,Tài nguyên Cơ bản,Công ty Cổ phần Khoáng sản và Cơ khí
306,MTA,Q3,2018,20.1,0.1,0.007,0.004,69,9880,,,,,,0.514,,,1.5,-2.756,1.9,,,,,,,,,0.7,,0.006,,Tài nguyên Cơ bản,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần
307,MSR,Q3,2018,49.6,1.9,0.038,0.017,407,10753,,,,,,0.429,,,0.8,0.01,2.3,,,,,,,,,1.3,,-0.007,,Tài nguyên Cơ bản,Công ty Cổ phần Masan High-Tech Materials
308,NBC,Q3,2018,1.9,0.4,0.209,0.032,2414,11909,,,,,,0.144,,,0.2,0.04,7.0,,,,,,,,,6.0,,0.022,,Tài nguyên Cơ bản,Công ty Cổ phần Than Núi Béo - Vinacomin
309,SHN,Q3,2018,8.4,0.8,0.1,0.045,1083,11226,,,,,,0.376,,,0.9,-0.064,2.7,,,,,,,,,1.1,,0.001,,Tài nguyên Cơ bản,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội
310,SPI,Q3,2018,-1.2,0.1,-0.094,-0.077,-995,10255,,,,,,0.783,,,3.6,0.702,1.3,,,,,,,,,0.3,,-0.001,,Tài nguyên Cơ bản,Công ty Cổ phần Spiral Galaxy
311,SQC,Q3,2018,-1176.6,10.8,-0.009,-0.008,-69,7563,,,,,,0.966,,,28.5,-0.286,1.0,,,,,,,,,0.0,,-0.006,,Tài nguyên Cơ bản,Công ty Cổ phần Khoáng sản Sài Gòn - Quy Nhơn
312,TC6,Q3,2018,2.6,0.4,0.152,0.03,1594,10442,,,,,,0.215,,,0.3,0.01,4.7,,,,,,,,,3.7,,-0.012,,Tài nguyên Cơ bản,Công ty Cổ phần Than Cọc Sáu - Vinacomin
313,TDN,Q3,2018,2.1,0.3,0.158,0.048,1768,11591,,,,,,0.313,,,0.5,-0.076,3.2,,,,,,,,,2.2,,-0.024,,Tài nguyên Cơ bản,Công ty Cổ phần Than Đèo Nai - Vinacomin
314,THT,Q3,2018,2.8,0.4,0.147,0.047,1654,11464,,,,,,0.325,,,0.5,0.163,3.1,,,,,,,,,2.1,,0.024,,Tài nguyên Cơ bản,Công ty Cổ phần Than Hà Tu - Vinacomin
315,TNT,Q3,2018,23.4,0.2,0.01,0.007,103,10643,,,,,,0.757,,,3.1,-3.024,1.3,,,,,,,,,0.3,,0.015,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn TNT
316,TVD,Q3,2018,2.8,0.3,0.114,0.018,1246,11147,,,,,,0.184,,,0.2,0.006,5.4,,,,,,,,,4.4,,0.017,,Tài nguyên Cơ bản,Công ty Cổ phần Than Vàng Danh - Vinacomin
317,CLM,Q3,2018,8.9,0.9,0.102,0.019,1315,13021,,,,,,0.172,,,0.2,0.013,5.8,,,,,,,,,4.8,,0.028,,Tài nguyên Cơ bản,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin
318,MVB,Q3,2018,1.4,0.2,0.148,0.037,1519,10915,,,,,,0.274,,,0.5,-0.028,3.6,,,,,,,,,2.0,,-0.002,,Tài nguyên Cơ bản,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần
319,TMB,Q3,2018,3.4,0.4,0.113,0.025,1273,11311,,,,,,0.218,,,0.3,-0.039,4.6,,,,,,,,,3.6,,0.006,,Tài nguyên Cơ bản,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin
320,VPG,Q3,2018,6.9,1.4,0.229,0.036,1481,7166,,,,,,0.141,,,0.2,0.118,7.1,,,,,,,,,6.1,,0.039,,Tài nguyên Cơ bản,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát
321,AAA,Q3,2018,23.1,1.8,0.11,0.037,594,7679,,,,,,0.375,,,0.8,-0.045,2.7,,,,,,,,,1.3,,0.019,,Hóa chất,Công ty Cổ phần Nhựa An Phát Xanh
322,LTG,Q3,2018,5.4,0.9,0.173,0.057,4792,28664,,,,,,0.316,,,0.5,-0.091,3.2,,,,,,,,,2.1,,0.017,,Hóa chất,Công ty Cổ phần Tập đoàn Lộc Trời
323,APP,Q3,2018,-41.6,1.0,-0.024,-0.015,-245,9859,,,,,,0.626,,,1.7,-3.645,1.6,,,,,,,,,0.6,,-0.024,,Hóa chất,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ
324,HII,Q3,2018,10.4,1.1,0.15,0.031,1237,11274,,,,,,0.192,,,0.4,-0.204,5.2,,,,,,,,,2.6,,0.021,,Hóa chất,Công ty Cổ phần An Tiến Industries
325,BRR,Q3,2018,7.5,0.6,0.086,0.069,919,10900,,,,,,0.812,,,4.3,0.01,1.2,,,,,,,,,0.2,,0.011,,Hóa chất,Công ty Cổ phần Cao su Bà Rịa
326,BFC,Q3,2018,5.7,1.2,0.202,0.053,3616,17651,,,,,,0.264,,,0.5,-0.045,3.8,,,,,,,,,2.0,,0.049,,Hóa chất,Công ty Cổ phần Phân bón Bình Điền
327,BRC,Q3,2018,5.6,0.5,0.085,0.065,1336,15779,,,,,,0.779,,,3.5,0.071,1.3,,,,,,,,,0.3,,0.025,,Hóa chất,Công ty Cổ phần Cao su Bến Thành
328,CPC,Q3,2018,8.6,1.4,0.164,0.089,3302,20277,,,,,,0.53,,,1.1,0.061,1.9,,,,,,,,,0.9,,0.032,,Hóa chất,Công ty Cổ phần Thuốc sát trùng Cần Thơ
329,CSV,Q3,2018,4.8,1.5,0.328,0.236,5807,18547,,,,,,0.71,,,2.7,0.005,1.4,,,,,,,,,0.4,,0.024,,Hóa chất,Công ty Cổ phần Hóa chất Cơ bản miền Nam
330,DAG,Q3,2018,7.0,0.6,0.098,0.043,933,10301,,,,,,0.472,,,0.9,-0.1,2.1,,,,,,,,,1.1,,0.032,,Hóa chất,Công ty Cổ phần Tập đoàn Nhựa Đông Á
331,DRI,Q3,2018,6.1,0.5,0.082,0.048,962,11529,,,,,,0.582,,,1.4,-0.124,1.7,,,,,,,,,0.7,,0.01,,Hóa chất,Công ty Cổ phần Đầu tư Cao su Đắk Lắk
332,DCM,Q3,2018,7.9,0.8,0.098,0.052,1133,11641,,,,,,0.58,,,1.4,0.226,1.7,,,,,,,,,0.7,,-0.053,,Hóa chất,Công ty Cổ phần Phân bón Dầu Khí Cà Mau
333,DDV,Q3,2018,6.9,1.1,0.183,0.1,1339,8007,,,,,,0.631,,,1.7,-0.025,1.6,,,,,,,,,0.6,,0.003,,Hóa chất,Công ty Cổ phần DAP - Vinachem
334,DGC,Q3,2018,12.0,1.6,0.184,0.108,2131,16365,,,,,,0.615,,,1.8,1.022,1.6,,,,,,,,,0.6,,3.103,,Hóa chất,Công ty Cổ phần Tập đoàn Hóa chất Đức Giang
335,DPM,Q3,2018,9.5,0.8,0.081,0.059,1670,20403,,,,,,0.687,,,2.3,0.028,1.5,,,,,,,,,0.4,,0.018,,Hóa chất,Tổng Công ty Cổ phần Phân bón và Hóa chất Dầu khí - Công ty Cổ phần
336,DPR,Q3,2018,5.0,0.5,0.103,0.059,4908,46552,,,,,,0.556,,,2.4,-0.106,1.8,,,,,,,,,0.4,,0.019,,Hóa chất,Công ty Cổ phần Cao su Đồng Phú
337,DTT,Q3,2018,15.1,0.7,0.045,0.033,657,14632,,,,,,0.689,,,2.2,-0.054,1.5,,,,,,,,,0.5,,0.009,,Hóa chất,Công ty Cổ phần Kỹ nghệ Đô Thành
