,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
15,VCB,Q3,2020,17.8,3.3,0.197,0.015,3629,19772,0.03,0.247,0.01,2.151,0.033,0.079,0.119,0.395,0.1,-0.058,12.7,0.485,0.345,0.685,0.659,0.799,0.858,0.007,0.357,11.7,0.007,0.045,0.107,Ngân hàng,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam
16,VIB,Q3,2020,6.2,1.5,0.286,0.021,1970,7853,0.04,0.263,0.021,0.483,0.051,0.078,0.111,0.371,0.1,0.124,12.9,0.503,0.44,0.725,0.699,1.079,0.672,0.015,0.302,11.9,0.003,0.088,0.209,Ngân hàng,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam
17,VPB,Q3,2020,8.8,1.8,0.222,0.026,1494,7407,0.087,0.168,0.036,0.479,0.063,0.12,0.179,0.294,0.1,-0.003,8.3,0.565,0.238,0.724,0.672,1.15,0.629,0.025,0.312,7.3,0.051,0.047,0.094,Ngân hàng,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng
18,HPG,Q3,2020,8.0,1.6,0.213,0.1,1843,9423,,,,,,0.466,,,0.9,0.232,2.1,,,,,,,,,1.1,,0.046,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Hòa Phát
19,MSN,Q3,2020,26.0,3.1,0.089,0.027,1697,14441,,,,,,0.188,,,0.4,-0.363,5.3,,,,,,,,,2.8,,-0.112,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn Masan
20,VNM,Q3,2020,18.7,7.1,0.393,0.246,5318,14041,,,,,,0.582,,,1.7,0.036,1.7,,,,,,,,,0.6,,-0.026,,Thực phẩm và đồ uống,Công ty Cổ phần Sữa Việt Nam
21,SAB,Q3,2020,26.5,5.7,0.226,0.163,6652,30883,,,,,,0.715,,,3.2,0.002,1.4,,,,,,,,,0.3,,0.074,,Thực phẩm và đồ uống,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn
22,VJC,Q3,2020,-146.0,4.1,-0.027,-0.009,-716,25811,,,,,,0.309,,,0.4,-1.17,3.2,,,,,,,,,2.2,,-0.066,,Du lịch và Giải trí,Công ty Cổ phần Hàng không Vietjet
23,MWG,Q3,2020,13.0,3.3,0.29,0.105,2621,10395,,,,,,0.374,,,0.6,0.026,2.7,,,,,,,,,1.7,,0.066,,Bán lẻ,Công ty Cổ phần Đầu tư Thế Giới Di Động
24,PLX,Q3,2020,61.8,3.1,0.048,0.018,796,16078,,,,,,0.355,,,0.7,-0.095,2.8,,,,,,,,,1.5,,0.026,,Dầu khí,Tập đoàn Xăng dầu Việt Nam
25,FPT,Q3,2020,11.5,2.5,0.231,0.095,3019,13730,,,,,,0.399,,,0.9,-0.009,2.5,,,,,,,,,1.1,,0.007,,Công nghệ Thông tin,Công ty Cổ phần FPT
26,ABC,Q3,2020,7.0,0.5,0.072,0.049,1824,25468,,,,,,0.651,,,2.5,0.13,1.5,,,,,,,,,0.4,,-0.02,,Viễn thông,Công ty Cổ phần Truyền thông VMG
27,FOX,Q3,2020,8.4,2.4,0.307,0.114,4549,15971,,,,,,0.381,,,0.7,0.042,2.6,,,,,,,,,1.5,,0.065,,Viễn thông,Công ty Cổ phần Viễn thông FPT
28,TTN,Q3,2020,6.2,0.7,0.11,0.07,916,8205,,,,,,0.574,,,1.3,0.062,1.7,,,,,,,,,0.7,,0.049,,Viễn thông,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam
29,AGR,Q3,2020,10.8,0.5,0.051,0.047,474,9467.0,,,,,,0.92,,,11.5,0.308,1.1,,,,,,,,,0.1,,0.024,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán AGRIBANK
30,APG,Q3,2020,29.4,2.3,0.081,0.08,205,2627.0,,,,,,0.974,,,37.1,0.112,1.0,,,,,,,,,0.0,,0.015,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán APG
31,APS,Q3,2020,12.4,0.6,0.046,0.045,195,4374.0,,,,,,0.975,,,38.7,-2.49,1.0,,,,,,,,,0.0,,0.04,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương
32,BCG,Q3,2020,51.9,1.9,0.039,0.005,97,2705,,,,,,0.089,,,0.2,-0.241,11.2,,,,,,,,,6.2,,0.178,,Dịch vụ tài chính,Công ty Cổ phần Tập đoàn Bamboo Capital
33,BSI,Q3,2020,16.3,1.1,0.069,0.051,534,7816.0,,,,,,0.677,,,2.1,0.091,1.5,,,,,,,,,0.5,,0.048,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán BIDV
34,BVS,Q3,2020,6.5,0.4,0.067,0.05,1692,26017.0,,,,,,0.76,,,3.2,-0.014,1.3,,,,,,,,,0.3,,0.016,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Bảo Việt
35,CTS,Q3,2020,10.8,0.6,0.057,0.026,494,8983.0,,,,,,0.444,,,0.8,0.168,2.3,,,,,,,,,1.3,,0.013,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam
36,FIT,Q3,2020,30.1,0.9,0.031,0.018,270,8930,,,,,,0.585,,,3.4,0.043,1.7,,,,,,,,,0.3,,0.005,,Dịch vụ tài chính,Công ty Cổ phần Tập đoàn F.I.T
37,ART,Q3,2020,4.4,0.2,0.049,0.048,551,11598,,,,,,0.988,,,83.1,-0.202,1.0,,,,,,,,,0.0,,0.001,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán BOS
38,FTS,Q3,2020,31.6,0.9,0.027,0.022,296,10772,,,,,,0.767,,,3.3,0.836,1.3,,,,,,,,,0.3,,0.023,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán FPT
39,HBS,Q3,2020,22.3,0.2,0.008,0.008,98,11686.0,,,,,,0.994,,,159.4,-0.415,1.0,,,,,,,,,0.0,,0.0,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Hòa Bình
40,HCM,Q3,2020,13.4,1.6,0.118,0.065,1138,9745.0,,,,,,0.471,,,0.9,0.06,2.1,,,,,,,,,1.1,,0.033,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
41,HAC,Q3,2020,8.1,0.4,0.047,0.046,481,10532,,,,,,0.977,,,42.1,0.346,1.0,,,,,,,,,0.0,,0.008,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Hải Phòng
42,IBC,Q3,2020,-36.9,2.7,-0.062,-0.017,-585,8010,,,,,,0.232,,,0.4,-0.317,4.3,,,,,,,,,2.4,,0.075,,Dịch vụ tài chính,Công ty Cổ phần Đầu tư APAX Holdings
43,IVS,Q3,2020,-10.8,0.6,-0.078,-0.077,-575,9861.0,,,,,,0.993,,,151.1,-0.101,1.0,,,,,,,,,0.0,,0.005,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam)
44,OGC,Q3,2020,15.5,4.1,0.336,0.028,405,1529,,,,,,0.114,,,0.4,0.098,8.8,,,,,,,,,2.4,,0.135,,Dịch vụ tài chính,Công ty Cổ phần Tập đoàn Đại Dương
45,ORS,Q3,2020,11.6,2.5,0.266,0.097,408,1858.0,,,,,,0.26,,,0.4,0.022,3.8,,,,,,,,,2.8,,0.065,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Tiên Phong
46,PHS,Q3,2020,28.9,1.4,0.053,0.03,307,6496.0,,,,,,0.565,,,1.3,0.056,1.8,,,,,,,,,0.8,,0.014,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Phú Hưng
47,PSI,Q3,2020,40.5,0.3,0.009,0.005,88,10420.0,,,,,,0.545,,,1.2,-0.189,1.8,,,,,,,,,0.8,,0.003,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Dầu khí
48,SBS,Q3,2020,-50.9,0.9,-0.018,-0.013,-25,1378.0,,,,,,0.739,,,2.8,-0.361,1.4,,,,,,,,,0.4,,0.01,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán SBS
49,SHS,Q3,2020,8.3,1.3,0.161,0.07,542,3485.0,,,,,,0.406,,,0.7,0.087,2.5,,,,,,,,,1.5,,-0.037,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội
50,MBS,Q3,2020,9.6,1.1,0.128,0.047,603,5157,,,,,,0.376,,,0.6,0.086,2.7,,,,,,,,,1.7,,0.034,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán MB
51,TVB,Q3,2020,11.8,1.2,0.133,0.082,530,5338.0,,,,,,0.616,,,1.6,0.313,1.6,,,,,,,,,0.6,,0.022,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Trí Việt
52,TVC,Q3,2020,11.7,1.5,0.14,0.039,604,4547,,,,,,0.245,,,0.5,0.458,4.1,,,,,,,,,2.0,,0.016,,Dịch vụ tài chính,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt
53,TVS,Q3,2020,6.4,0.8,0.141,0.04,1382,10947.0,,,,,,0.247,,,0.3,0.62,4.0,,,,,,,,,3.0,,0.063,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Thiên Việt
54,VCI,Q3,2020,7.3,1.1,0.159,0.093,1422,9185,,,,,,0.593,,,1.5,-0.081,1.7,,,,,,,,,0.7,,0.072,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Vietcap
55,VDS,Q3,2020,17.1,0.8,0.046,0.023,239,5216.0,,,,,,0.484,,,0.9,1.245,2.1,,,,,,,,,1.1,,0.035,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Rồng Việt
56,VIG,Q3,2020,-25.8,0.2,-0.007,-0.007,-42,5632.0,,,,,,0.918,,,11.2,-0.235,1.1,,,,,,,,,0.1,,-0.006,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam
57,VIX,Q3,2020,14.4,1.9,0.139,0.11,361,2776.0,,,,,,0.837,,,5.1,1.08,1.2,,,,,,,,,0.2,,0.102,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán VIX
58,VND,Q3,2020,6.8,1.1,0.177,0.048,485,2929.0,,,,,,0.266,,,0.4,0.301,3.8,,,,,,,,,2.8,,0.037,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán VNDIRECT
59,WSS,Q3,2020,1.6,0.2,0.144,0.136,1336,9947.0,,,,,,0.992,,,126.0,5.354,1.0,,,,,,,,,0.0,,0.008,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Phố Wall
60,AAV,Q3,2020,41.5,1.5,0.036,0.021,184,5239,,,,,,0.589,,,1.6,-0.413,1.7,,,,,,,,,0.6,,0.0,,Bất động sản,Công ty Cổ phần AAV Group
61,AMD,Q3,2020,22.5,0.2,0.01,0.007,115,11212,,,,,,0.668,,,2.4,-0.273,1.5,,,,,,,,,0.4,,0.01,,Bất động sản,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone
62,API,Q3,2020,9.2,1.5,0.173,0.034,1030,6369,,,,,,0.192,,,0.2,0.413,5.2,,,,,,,,,4.2,,0.028,,Bất động sản,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương
63,BII,Q3,2020,-0.8,0.2,-0.189,-0.13,-1694,7855,,,,,,0.657,,,2.0,-0.004,1.5,,,,,,,,,0.5,,0.08,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư
64,MH3,Q3,2020,10.5,4.1,0.382,0.096,3874,10018,,,,,,0.25,,,0.3,-0.023,4.0,,,,,,,,,3.0,,0.047,,Bất động sản,Công ty Cổ phần Khu công nghiệp Cao su Bình Long
65,C21,Q3,2020,12.4,0.5,0.04,0.03,1391,34379,,,,,,0.773,,,3.9,-0.29,1.3,,,,,,,,,0.3,,-0.006,,Bất động sản,Công ty Cổ phần Thế kỷ 21
66,CCL,Q3,2020,7.5,0.6,0.081,0.045,852,10819,,,,,,0.499,,,1.0,-0.041,2.0,,,,,,,,,1.0,,0.016,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long
67,CEO,Q3,2020,26.1,0.6,0.025,0.009,280,11416,,,,,,0.389,,,0.9,-0.244,2.6,,,,,,,,,1.1,,0.005,,Bất động sản,Công ty Cổ phần Tập đoàn C.E.O
68,D11,Q3,2020,6.8,1.1,0.16,0.027,2410,15613,,,,,,0.162,,,0.2,-0.052,6.2,,,,,,,,,5.2,,0.008,,Bất động sản,Công ty Cổ phần Địa ốc 11
69,D2D,Q3,2020,4.0,1.5,0.419,0.153,11174,29861,,,,,,0.448,,,0.8,-0.264,2.2,,,,,,,,,1.2,,0.002,,Bất động sản,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2
70,DIG,Q3,2020,12.6,1.5,0.121,0.06,771,6616,,,,,,0.506,,,1.1,0.014,2.0,,,,,,,,,0.9,,0.034,,Bất động sản,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng
71,DRH,Q3,2020,9.7,0.8,0.084,0.028,550,6719,,,,,,0.348,,,0.5,0.058,2.9,,,,,,,,,1.9,,0.009,,Bất động sản,Công ty Cổ phần DRH Holdings
72,DTA,Q3,2020,-41.3,0.4,-0.01,-0.004,-104,10112,,,,,,0.382,,,0.6,-1.919,2.6,,,,,,,,,1.6,,-0.011,,Bất động sản,Công ty Cổ phần Đệ Tam
73,DXG,Q3,2020,-68.2,0.8,-0.013,-0.004,-128,10734,,,,,,0.295,,,0.7,-1.456,3.4,,,,,,,,,1.4,,0.02,,Bất động sản,Công ty Cổ phần Tập đoàn Đất Xanh
74,LEC,Q3,2020,-52.1,1.3,-0.024,-0.008,-287,11781,,,,,,0.316,,,0.5,-0.192,3.2,,,,,,,,,1.9,,0.012,,Bất động sản,Công ty Cổ phần Bất động sản Điện lực Miền Trung
75,FDC,Q3,2020,-140.6,0.9,-0.007,-0.004,-103,15643,,,,,,0.612,,,1.6,-6.548,1.6,,,,,,,,,0.6,,-0.006,,Bất động sản,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh
76,FID,Q3,2020,-7.3,0.1,-0.016,-0.015,-151,9609,,,,,,1.0,,,2025.0,1.306,1.0,,,,,,,,,0.0,,-0.001,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam
77,FLC,Q3,2020,-2.3,0.3,-0.127,-0.032,-1514,11165,,,,,,0.213,,,0.4,-0.197,4.7,,,,,,,,,2.4,,0.038,,Bất động sản,Công ty Cổ phần Tập đoàn FLC
78,HAR,Q3,2020,41.1,0.3,0.008,0.007,88,10949,,,,,,0.823,,,4.7,0.004,1.2,,,,,,,,,0.2,,0.0,,Bất động sản,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền
79,HDC,Q3,2020,8.2,1.6,0.208,0.08,1765,9265,,,,,,0.39,,,0.7,0.033,2.6,,,,,,,,,1.5,,0.031,,Bất động sản,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu
80,HDG,Q3,2020,4.2,1.4,0.367,0.072,3931,12165,,,,,,0.218,,,0.4,-0.103,4.6,,,,,,,,,2.5,,0.048,,Bất động sản,Công ty Cổ phần Tập đoàn Hà Đô
81,TCH,Q3,2020,11.1,2.2,0.21,0.114,1488,7538,,,,,,0.506,,,2.5,0.288,2.0,,,,,,,,,0.4,,0.039,,Bất động sản,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy
82,HPI,Q3,2020,4.4,7.3,0.416,0.063,3503,2109,,,,,,0.038,,,0.0,1.111,26.3,,,,,,,,,25.3,,10.354,,Bất động sản,Công ty Cổ phần Khu công nghiệp Hiệp Phước
83,HLD,Q3,2020,9.4,1.0,0.112,0.062,2479,24393,,,,,,0.645,,,1.8,-0.353,1.5,,,,,,,,,0.5,,0.033,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND
84,HQC,Q3,2020,43.2,0.2,0.004,0.003,39,9096,,,,,,0.628,,,1.7,-0.323,1.6,,,,,,,,,0.6,,0.0,,Bất động sản,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân
85,IDJ,Q3,2020,17.0,2.6,0.17,0.04,358,2327,,,,,,0.199,,,0.2,0.279,5.0,,,,,,,,,4.0,,0.025,,Bất động sản,Công ty Cổ phần Đầu tư IDJ Việt Nam
86,IDV,Q3,2020,4.4,2.0,0.567,0.18,7781,16728,,,,,,0.335,,,0.5,0.232,3.0,,,,,,,,,2.0,,0.12,,Bất động sản,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc
87,IJC,Q3,2020,9.3,1.3,0.139,0.036,1190,8776,,,,,,0.295,,,0.4,0.0,3.4,,,,,,,,,2.4,,0.035,,Bất động sản,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật
88,ITA,Q3,2020,48.2,0.4,0.008,0.007,94,11446,,,,,,0.812,,,4.4,1.041,1.2,,,,,,,,,0.2,,0.01,,Bất động sản,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo
89,ITC,Q3,2020,6.9,0.7,0.105,0.04,1785,17841,,,,,,0.392,,,0.7,0.201,2.5,,,,,,,,,1.3,,0.018,,Bất động sản,Công ty Cổ phần Đầu tư - Kinh doanh nhà
90,KBC,Q3,2020,21.2,0.9,0.041,0.021,501,12334,,,,,,0.489,,,1.2,-0.253,2.0,,,,,,,,,0.9,,-0.003,,Bất động sản,Tổng Công ty Phát triển Đô thị Kinh Bắc
91,KDH,Q3,2020,12.2,1.9,0.157,0.091,1638,10803,,,,,,0.526,,,1.1,0.059,1.9,,,,,,,,,0.9,,0.027,,Bất động sản,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền
92,LDG,Q3,2020,6.6,0.6,0.09,0.048,1045,12114,,,,,,0.591,,,1.4,-0.343,1.7,,,,,,,,,0.7,,0.003,,Bất động sản,Công ty Cổ phần Đầu tư LDG
93,LGL,Q3,2020,-4.9,0.4,-0.08,-0.029,-980,10943,,,,,,0.322,,,0.6,0.263,3.1,,,,,,,,,1.6,,-0.019,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang
94,LHG,Q3,2020,7.4,1.0,0.144,0.077,3405,24368,,,,,,0.504,,,1.0,0.029,2.0,,,,,,,,,1.0,,0.02,,Bất động sản,Công ty Cổ phần Long Hậu
95,NBB,Q3,2020,10.4,0.9,0.086,0.034,1791,20312,,,,,,0.382,,,0.6,-0.19,2.6,,,,,,,,,1.6,,0.045,,Bất động sản,Công ty Cổ phần Đầu tư Năm Bảy Bảy
96,NDN,Q3,2020,3.5,1.0,0.344,0.119,3716,12624,,,,,,0.388,,,0.7,1.466,2.6,,,,,,,,,1.5,,0.231,,Bất động sản,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng
97,NLG,Q3,2020,11.3,1.7,0.156,0.068,1968,13242,,,,,,0.431,,,1.1,-0.134,2.3,,,,,,,,,0.9,,0.005,,Bất động sản,Công ty Cổ phần Đầu tư Nam Long
98,NVL,Q3,2020,12.3,2.7,0.247,0.055,2898,12954,,,,,,0.195,,,0.3,0.479,5.1,,,,,,,,,3.1,,0.103,,Bất động sản,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va
99,NTC,Q3,2020,10.1,4.1,0.449,0.078,12428,30309,,,,,,0.174,,,0.2,0.214,5.7,,,,,,,,,4.7,,0.156,,Bất động sản,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên
100,NTL,Q3,2020,4.0,0.8,0.215,0.138,3764,18008,,,,,,0.605,,,1.5,0.359,1.7,,,,,,,,,0.7,,0.082,,Bất động sản,Công ty Cổ phần Phát triển Đô thị Từ Liêm
101,NVT,Q3,2020,231.1,1.6,0.007,0.004,20,3013,,,,,,0.496,,,2.9,-0.909,2.0,,,,,,,,,0.3,,0.003,,Bất động sản,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay
102,PDR,Q3,2020,12.2,3.1,0.282,0.086,1769,6850,,,,,,0.298,,,0.5,0.306,3.4,,,,,,,,,1.9,,0.105,,Bất động sản,Công ty Cổ phần Phát triển Bất động sản Phát Đạt
103,PIV,Q3,2020,-6.3,0.1,-0.009,-0.008,-79,8835,,,,,,0.832,,,4.9,-0.032,1.2,,,,,,,,,0.2,,0.0,,Bất động sản,Công ty Cổ phần PIV
104,PPI,Q3,2020,-0.3,-0.6,-2.459,-0.325,-2686,-1162,,,,,,-0.206,,,-0.2,-0.121,-4.9,,,,,,,,,-5.9,,222.265,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương
105,PTL,Q3,2020,63.8,0.8,0.013,0.008,96,7305,,,,,,0.633,,,1.8,0.302,1.6,,,,,,,,,0.6,,0.004,,Bất động sản,Công ty Cổ phần Victory Capital
106,PV2,Q3,2020,28.9,0.5,0.016,0.014,100,6412,,,,,,0.838,,,5.2,-0.332,1.2,,,,,,,,,0.2,,0.006,,Bất động sản,Công ty Cổ phần Đầu tư PV2
107,PVL,Q3,2020,-10.3,0.3,-0.024,-0.014,-116,4606,,,,,,0.56,,,1.3,-0.066,1.8,,,,,,,,,0.8,,-0.006,,Bất động sản,Công ty Cổ phần Đầu tư Nhà Đất Việt
108,PVR,Q3,2020,-26.6,0.1,-0.005,-0.002,-48,9098,,,,,,0.472,,,0.9,0.753,2.1,,,,,,,,,1.1,,-0.003,,Bất động sản,Công ty Cổ phần Đầu tư PVR Hà Nội
109,PXL,Q3,2020,85.4,1.0,0.012,0.01,114,9797,,,,,,0.933,,,13.9,0.093,1.1,,,,,,,,,0.1,,-0.009,,Bất động sản,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn
110,QCG,Q3,2020,41.0,0.4,0.01,0.004,151,14618,,,,,,0.384,,,0.7,-0.332,2.6,,,,,,,,,1.5,,0.004,,Bất động sản,Công ty Cổ phần Quốc Cường Gia Lai
111,RCL,Q3,2020,13.3,0.7,0.061,0.023,1091,20099,,,,,,0.391,,,0.6,0.071,2.6,,,,,,,,,1.6,,0.006,,Bất động sản,Công ty Cổ phần Địa ốc Chợ Lớn
112,SID,Q3,2020,16.0,0.4,0.027,0.026,593,22119,,,,,,0.94,,,16.0,-0.018,1.1,,,,,,,,,0.1,,0.007,,Bất động sản,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op
