,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
669,HU1,Q3,2019,7.9,0.5,0.066,0.007,961,14591,,,,,,0.104,,,0.1,-0.007,9.6,,,,,,,,,7.7,,-0.018,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng HUD1
670,HU3,Q3,2019,2.5,0.4,0.183,0.043,2779,15819,,,,,,0.354,,,0.6,0.157,2.8,,,,,,,,,1.8,,0.043,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng HUD3
671,HU4,Q3,2019,22.6,0.3,0.014,0.004,176,12938,,,,,,0.293,,,0.4,-0.178,3.4,,,,,,,,,2.4,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng HUD4
672,HUT,Q3,2019,58.2,0.3,0.004,0.001,39,9137,,,,,,0.29,,,0.4,-0.367,3.5,,,,,,,,,2.5,,0.011,,Xây dựng và Vật liệu,Công ty Cổ phần Tasco
673,HVX,Q3,2019,10.5,0.3,0.027,0.013,287,10486,,,,,,0.486,,,0.9,0.552,2.1,,,,,,,,,1.1,,0.009,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng Vicem Hải Vân
674,ICG,Q3,2019,2.4,0.4,0.178,0.101,2843,16247,,,,,,0.783,,,4.7,-0.203,1.3,,,,,,,,,0.2,,-0.002,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng Sông Hồng
675,INC,Q3,2019,5.7,0.4,0.075,0.054,968,12901,,,,,,0.707,,,2.4,0.045,1.4,,,,,,,,,0.4,,0.021,,Xây dựng và Vật liệu,Công ty Cổ phần Tư vấn Đầu tư IDICO
676,KDM,Q3,2019,4.6,0.2,0.054,0.048,583,10959,,,,,,0.788,,,3.7,-0.002,1.3,,,,,,,,,0.3,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn GCL
677,GKM,Q3,2019,88.5,1.5,0.017,0.011,120,7139,,,,,,0.606,,,1.5,0.001,1.7,,,,,,,,,0.7,,0.011,,Xây dựng và Vật liệu,Công ty Cổ phần Khang Minh Group
678,KPF,Q3,2019,314.4,5.7,0.017,0.004,59,3272,,,,,,0.221,,,0.3,-0.089,4.5,,,,,,,,,3.3,,0.004,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Tài sản KOJI
679,KTT,Q3,2019,-86.0,0.4,-0.005,-0.004,-52,10623,,,,,,0.903,,,9.3,-0.377,1.1,,,,,,,,,0.1,,0.006,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn Đầu tư KTT
680,L14,Q3,2019,12.6,2.9,0.251,0.188,3085,13648,,,,,,0.798,,,4.1,-0.082,1.3,,,,,,,,,0.2,,0.079,,Xây dựng và Vật liệu,Công ty Cổ phần Licogi 14
681,L18,Q3,2019,22.3,1.0,0.061,0.007,336,7547,,,,,,0.145,,,0.2,11.914,6.9,,,,,,,,,4.2,,0.832,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng số 18
682,LBM,Q3,2019,4.4,0.8,0.205,0.165,5885,32665,,,,,,0.835,,,6.6,0.022,1.2,,,,,,,,,0.2,,0.04,,Xây dựng và Vật liệu,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng
683,LCD,Q3,2019,6.0,0.4,0.067,0.02,1242,18796,,,,,,0.277,,,0.4,-0.119,3.6,,,,,,,,,2.6,,0.003,,Xây dựng và Vật liệu,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện
684,LCG,Q3,2019,4.7,0.7,0.156,0.052,1276,8774,,,,,,0.355,,,0.6,0.095,2.8,,,,,,,,,1.7,,0.03,,Xây dựng và Vật liệu,Công ty Cổ phần Lizen
685,LCS,Q3,2019,35.4,0.2,0.007,0.001,76,10996,,,,,,0.23,,,0.3,-0.068,4.4,,,,,,,,,3.4,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Licogi 16.6
686,LGC,Q3,2019,20.8,2.4,0.119,0.032,1715,15213,,,,,,0.271,,,0.6,0.086,3.7,,,,,,,,,1.8,,0.027,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Cầu đường CII
687,LHC,Q3,2019,4.2,0.8,0.2,0.084,6488,34832,,,,,,0.415,,,2.1,0.046,2.4,,,,,,,,,0.5,,0.037,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng
688,LIC,Q3,2019,-6.6,1.8,-0.189,-0.015,-741,2726,,,,,,0.053,,,0.1,1.492,19.0,,,,,,,,,13.3,,-0.142,,Xây dựng và Vật liệu,Tổng Công ty LICOGI - Công ty Cổ phần
689,LIG,Q3,2019,25.9,0.5,0.021,0.003,153,7356,,,,,,0.117,,,0.2,0.061,8.6,,,,,,,,,6.1,,0.003,,Xây dựng và Vật liệu,Công ty Cổ phần Licogi 13
690,LM8,Q3,2019,10.2,0.6,0.064,0.009,1895,29973,,,,,,0.149,,,0.2,-0.14,6.7,,,,,,,,,5.7,,-0.023,,Xây dựng và Vật liệu,Công ty Cổ phần Lilama 18
691,LUT,Q3,2019,85.0,0.2,0.003,0.001,35,12265,,,,,,0.158,,,0.2,-0.126,6.3,,,,,,,,,5.3,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Xây dựng Lương Tài
692,MCC,Q3,2019,9.8,0.8,0.081,0.067,1136,14243,,,,,,0.86,,,6.1,-0.053,1.2,,,,,,,,,0.2,,0.016,,Xây dựng và Vật liệu,Công ty Cổ phần Gạch ngói cao cấp
693,MCG,Q3,2019,16.0,0.4,0.024,0.003,112,4634,,,,,,0.123,,,0.3,0.679,8.1,,,,,,,,,3.6,,0.009,,Xây dựng và Vật liệu,Công ty Cổ phần Năng lượng và Bất động sản MCG
694,MCO,Q3,2019,112.0,0.2,0.002,0.001,20,12726,,,,,,0.385,,,0.6,0.291,2.6,,,,,,,,,1.6,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam
695,MDG,Q3,2019,24.0,0.7,0.03,0.016,431,14231,,,,,,0.465,,,0.9,-0.125,2.2,,,,,,,,,1.2,,0.019,,Xây dựng và Vật liệu,Công ty Cổ phần Miền Đông
696,MEC,Q3,2019,-0.2,0.2,-0.748,-0.08,-8984,7435,,,,,,0.069,,,0.1,0.173,14.4,,,,,,,,,12.5,,-0.146,,Xây dựng và Vật liệu,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà
697,MST,Q3,2019,25.9,0.6,0.032,0.017,135,5403,,,,,,0.489,,,1.8,-0.114,2.0,,,,,,,,,0.6,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư MST
698,NAV,Q3,2019,3.7,0.6,0.156,0.087,1862,12337,,,,,,0.558,,,1.3,0.044,1.8,,,,,,,,,0.8,,0.025,,Xây dựng và Vật liệu,Công ty Cổ phần Nam Việt
699,NDX,Q3,2019,10.6,1.4,0.129,0.062,1008,7721,,,,,,0.536,,,1.2,-0.188,1.9,,,,,,,,,0.9,,0.035,,Xây dựng và Vật liệu,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng
700,NED,Q3,2019,12.4,0.9,0.077,0.019,629,8595,,,,,,0.255,,,0.3,-0.388,3.9,,,,,,,,,2.9,,0.058,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc
701,NHA,Q3,2019,3.9,0.6,0.17,0.157,1115,7108,,,,,,0.946,,,17.4,0.029,1.1,,,,,,,,,0.1,,0.055,,Xây dựng và Vật liệu,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội
702,NHC,Q3,2019,9.6,1.5,0.157,0.136,2982,19555,,,,,,0.898,,,9.0,-0.119,1.1,,,,,,,,,0.1,,0.036,,Xây dựng và Vật liệu,Công ty Cổ phần Gạch ngói Nhị Hiệp
703,NNC,Q3,2019,7.2,2.3,0.313,0.244,5399,16700,,,,,,0.778,,,3.5,-0.248,1.3,,,,,,,,,0.3,,0.067,,Xây dựng và Vật liệu,Công ty Cổ phần Đá Núi Nhỏ
704,NTP,Q3,2019,7.2,1.2,0.178,0.092,3486,20896,,,,,,0.551,,,1.2,0.025,1.8,,,,,,,,,0.8,,0.034,,Xây dựng và Vật liệu,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong
705,PC1,Q3,2019,9.2,1.0,0.111,0.049,1521,14382,,,,,,0.408,,,0.8,-0.13,2.5,,,,,,,,,1.3,,0.023,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn PC1
706,PDB,Q3,2019,3.1,0.4,0.143,0.066,2090,15071,,,,,,0.491,,,1.0,0.43,2.0,,,,,,,,,1.0,,0.077,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital
707,PEN,Q3,2019,2.1,0.3,0.163,0.038,2524,16442,,,,,,0.248,,,0.3,0.048,4.0,,,,,,,,,3.0,,-0.026,,Xây dựng và Vật liệu,Công ty Cổ phần Xây lắp III Petrolimex
708,PFL,Q3,2019,-1.8,0.1,-0.078,-0.047,-496,6119,,,,,,0.592,,,1.5,-0.11,1.7,,,,,,,,,0.7,,-0.009,,Xây dựng và Vật liệu,Công ty Cổ phần Dầu khí Đông Đô
709,PHC,Q3,2019,6.0,1.1,0.205,0.028,1411,7716,,,,,,0.132,,,0.2,0.087,7.6,,,,,,,,,5.5,,0.044,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng Phục Hưng Holdings
710,PHH,Q3,2019,-23.4,0.9,-0.036,-0.007,-397,10294,,,,,,0.181,,,0.4,-0.526,5.5,,,,,,,,,2.6,,0.021,,Xây dựng và Vật liệu,Công ty Cổ phần Hồng Hà Việt Nam
711,PSB,Q3,2019,304.3,0.3,0.001,0.001,10,11212,,,,,,0.711,,,2.5,-0.472,1.4,,,,,,,,,0.4,,-0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình
712,PTC,Q3,2019,5.7,0.4,0.077,0.044,1065,14809,,,,,,0.831,,,5.4,-1.644,1.2,,,,,,,,,0.2,,0.225,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư ICAPITAL
713,PTE,Q3,2019,-2.1,-1.4,0.935,-0.082,-3385,-4985,,,,,,-0.121,,,-0.1,0.074,-8.3,,,,,,,,,-9.3,,0.044,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng Phú Thọ
714,PTD,Q3,2019,2.5,0.7,0.301,0.055,5263,19542,,,,,,0.21,,,0.3,0.022,4.8,,,,,,,,,3.4,,0.016,,Xây dựng và Vật liệu,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh
715,DTD,Q3,2019,4.4,1.1,0.293,0.083,2851,11183,,,,,,0.212,,,0.4,-0.028,4.7,,,,,,,,,2.6,,0.004,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Phát triển Thành Đạt
716,PVH,Q3,2019,-15.5,0.1,-0.006,-0.001,-38,6093,,,,,,0.205,,,0.3,0.27,4.9,,,,,,,,,3.9,,-0.003,,Xây dựng và Vật liệu,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa
717,PVY,Q3,2019,-2.6,-0.7,0.304,-0.057,-770,-2975,,,,,,-0.226,,,-0.2,-0.12,-4.4,,,,,,,,,-5.4,,0.093,,Xây dựng và Vật liệu,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí
718,PVV,Q3,2019,-0.5,0.3,-0.48,-0.031,-1048,1503,,,,,,0.045,,,0.1,0.167,22.4,,,,,,,,,19.4,,-0.172,,Xây dựng và Vật liệu,Công ty Cổ phần Vinaconex 39
719,PVX,Q3,2019,-2.5,1.4,-0.398,-0.019,-519,904,,,,,,0.036,,,0.2,0.11,27.5,,,,,,,,,4.9,,-0.139,,Xây dựng và Vật liệu,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam
720,PXI,Q3,2019,8.0,0.2,0.03,0.008,263,9263,,,,,,0.436,,,0.8,-0.349,2.3,,,,,,,,,1.3,,-0.014,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí
721,PXM,Q3,2019,-0.1,0.0,0.059,-0.441,-1480,-25814,,,,,,-8.069,,,-0.9,0.02,-0.1,,,,,,,,,-1.1,,0.013,,Xây dựng và Vật liệu,Công ty Cổ phần Xây lắp Dầu khí Miền Trung
722,PXS,Q3,2019,-2.2,0.5,-0.213,-0.087,-2120,8909,,,,,,0.385,,,0.6,-0.108,2.6,,,,,,,,,1.6,,-0.037,,Xây dựng và Vật liệu,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí
723,PXT,Q3,2019,-1.1,0.3,-0.234,-0.056,-1080,4074,,,,,,0.236,,,0.3,0.014,4.2,,,,,,,,,3.2,,-0.002,,Xây dựng và Vật liệu,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí
724,QNC,Q3,2019,2.2,1.9,1.249,0.037,1066,1254,,,,,,0.043,,,0.0,0.003,23.2,,,,,,,,,21.8,,0.093,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh
725,QTC,Q3,2019,4.9,1.0,0.203,0.096,3218,15886,,,,,,0.52,,,1.1,0.025,1.9,,,,,,,,,0.9,,-0.1,,Xây dựng và Vật liệu,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam
726,RCC,Q3,2019,-11.6,1.6,-0.122,-0.032,-1794,12790,,,,,,0.245,,,0.5,-0.131,4.1,,,,,,,,,2.0,,0.065,,Xây dựng và Vật liệu,Công ty Cổ phần Tổng Công ty Công trình Đường sắt
727,S55,Q3,2019,5.2,0.5,0.108,0.045,4459,43453,,,,,,0.416,,,1.0,-0.187,2.4,,,,,,,,,1.0,,0.012,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà 505
728,S74,Q3,2019,-25.1,0.3,-0.01,-0.007,-191,18571,,,,,,0.736,,,2.8,-0.179,1.4,,,,,,,,,0.4,,-0.004,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà 7.04
729,S99,Q3,2019,8.0,0.8,0.106,0.027,1047,10358,,,,,,0.274,,,0.6,-0.086,3.7,,,,,,,,,1.7,,0.007,,Xây dựng và Vật liệu,Công ty Cổ phần SCI
730,SBM,Q3,2019,11.1,2.0,0.179,0.092,1982,10917,,,,,,0.534,,,1.1,-0.195,1.9,,,,,,,,,0.9,,0.006,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư phát triển Bắc Minh
731,SC5,Q3,2019,7.0,0.8,0.116,0.023,2663,23167,,,,,,0.202,,,0.3,-0.196,5.0,,,,,,,,,4.0,,0.019,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng số 5
732,SCI,Q3,2019,3.6,1.0,0.321,0.056,2155,7767,,,,,,0.205,,,0.3,-0.021,4.9,,,,,,,,,3.9,,0.006,,Xây dựng và Vật liệu,Công ty Cổ phần SCI E&C
733,SCJ,Q3,2019,432.3,0.3,0.001,0.0,8,12191,,,,,,0.268,,,0.4,-1.076,3.7,,,,,,,,,2.7,,0.012,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng Sài Sơn
734,SCL,Q3,2019,-64.6,0.4,-0.006,-0.004,-67,11313,,,,,,0.606,,,1.5,-0.882,1.7,,,,,,,,,0.7,,0.025,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà Cao Cường
735,SD2,Q3,2019,15.3,0.3,0.019,0.006,261,13845,,,,,,0.318,,,0.5,0.156,3.1,,,,,,,,,2.1,,0.003,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà 2
736,SD4,Q3,2019,4.8,0.4,0.08,0.011,1364,17497,,,,,,0.133,,,0.2,-0.013,7.5,,,,,,,,,6.5,,0.01,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà 4
737,SD5,Q3,2019,6.5,0.2,0.035,0.011,645,18123,,,,,,0.291,,,0.4,-0.053,3.4,,,,,,,,,2.4,,0.011,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà 5
738,SD6,Q3,2019,19.5,0.3,0.013,0.004,174,13455,,,,,,0.321,,,0.5,-0.022,3.1,,,,,,,,,2.1,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà 6
739,SD9,Q3,2019,7.5,0.3,0.04,0.012,800,19245,,,,,,0.277,,,0.5,0.033,3.6,,,,,,,,,2.0,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà 9
740,SDD,Q3,2019,-2.9,0.3,-0.104,-0.04,-906,8285,,,,,,0.498,,,1.0,-0.248,2.0,,,,,,,,,1.0,,-0.01,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây lắp Sông Đà
741,SDN,Q3,2019,5.3,1.0,0.19,0.104,4539,24391,,,,,,0.564,,,1.3,-0.036,1.8,,,,,,,,,0.8,,0.032,,Xây dựng và Vật liệu,Công ty Cổ phần Sơn Đồng Nai
742,SDP,Q3,2019,2.3,0.2,0.065,0.012,611,6968,,,,,,0.153,,,0.2,0.035,6.6,,,,,,,,,5.6,,-0.009,,Xây dựng và Vật liệu,Công ty Cổ phần SDP
743,SDT,Q3,2019,-8.6,0.2,-0.019,-0.006,-412,20646,,,,,,0.288,,,0.4,-3.584,3.5,,,,,,,,,2.5,,-0.009,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà 10
744,SDU,Q3,2019,115.6,0.5,0.004,0.001,68,17462,,,,,,0.317,,,0.5,-0.021,3.2,,,,,,,,,2.2,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà
745,SJC,Q3,2019,64.5,0.1,0.002,0.0,31,14088,,,,,,0.065,,,0.1,-2.175,15.3,,,,,,,,,14.3,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà 1.01
746,SJE,Q3,2019,8.5,0.7,0.093,0.022,1879,22809,,,,,,0.221,,,0.4,0.03,4.5,,,,,,,,,2.8,,0.017,,Xây dựng và Vật liệu,Công ty Cổ phần Sông Đà 11
747,SNZ,Q3,2019,13.5,1.5,0.115,0.031,1442,13048,,,,,,0.269,,,0.7,0.155,3.7,,,,,,,,,1.4,,0.05,,Xây dựng và Vật liệu,Tổng Công ty Cổ phần Phát triển Khu Công nghiệp
748,SVN,Q3,2019,37.1,0.2,0.005,0.004,48,10482,,,,,,0.957,,,22.2,0.701,1.0,,,,,,,,,0.0,,-0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn Vexilla Việt Nam
749,TA9,Q3,2019,4.3,0.7,0.166,0.016,1785,10855,,,,,,0.094,,,0.1,0.007,10.6,,,,,,,,,9.6,,0.027,,Xây dựng và Vật liệu,Công ty Cổ phần Xây lắp Thành An 96
750,TBX,Q3,2019,91.9,0.9,0.01,0.004,153,15628,,,,,,0.409,,,0.7,-0.297,2.4,,,,,,,,,1.4,,0.002,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng Thái Bình
751,TCR,Q3,2019,-1.0,0.2,-0.164,-0.061,-1625,9013,,,,,,0.385,,,0.7,-0.378,2.6,,,,,,,,,1.5,,0.03,,Xây dựng và Vật liệu,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA
752,G36,Q3,2019,6.9,0.4,0.063,0.01,621,10089,,,,,,0.178,,,0.2,-0.221,5.6,,,,,,,,,4.5,,0.008,,Xây dựng và Vật liệu,Tổng Công ty 36 - Công ty Cổ phần
753,THG,Q3,2019,4.9,1.2,0.265,0.09,5676,22432,,,,,,0.321,,,0.5,0.11,3.1,,,,,,,,,2.1,,0.084,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang
754,TKC,Q3,2019,-133.0,0.8,-0.006,-0.001,-93,14899,,,,,,0.218,,,0.3,-1.391,4.6,,,,,,,,,3.6,,-0.013,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ
755,TL4,Q3,2019,24.9,0.4,0.015,0.004,268,16935,,,,,,0.226,,,0.4,-0.48,4.4,,,,,,,,,2.3,,0.003,,Xây dựng và Vật liệu,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần
756,TTL,Q3,2019,16.4,0.4,0.026,0.011,328,12622,,,,,,0.436,,,0.8,0.285,2.3,,,,,,,,,1.2,,0.013,,Xây dựng và Vật liệu,Tổng Công ty Thăng Long - Công ty Cổ phần
757,TMX,Q3,2019,8.8,0.8,0.088,0.051,1481,16185,,,,,,0.589,,,1.4,-0.05,1.7,,,,,,,,,0.7,,0.028,,Xây dựng và Vật liệu,Công ty Cổ phần VICEM Thương mại Xi măng
758,BAX,Q3,2019,3.9,1.5,0.443,0.1,9021,23207,,,,,,0.222,,,0.3,-0.006,4.5,,,,,,,,,3.5,,0.043,,Xây dựng và Vật liệu,Công ty Cổ phần Thống Nhất
759,TCD,Q3,2019,16.7,2.9,0.186,0.055,490,2861,,,,,,0.26,,,0.4,0.03,3.8,,,,,,,,,2.7,,0.007,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải
760,TTB,Q3,2019,29.6,2.0,0.071,0.039,718,10441,,,,,,0.459,,,0.8,0.275,2.2,,,,,,,,,1.2,,0.017,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn Tiến Bộ
761,TTC,Q3,2019,3.8,0.5,0.141,0.068,2738,19733,,,,,,0.492,,,1.0,-0.085,2.0,,,,,,,,,1.0,,0.029,,Xây dựng và Vật liệu,Công ty Cổ phần Gạch men Thanh Thanh
762,HUB,Q3,2019,4.5,0.8,0.179,0.09,3230,19079,,,,,,0.5,,,1.2,0.033,2.0,,,,,,,,,0.8,,0.041,,Xây dựng và Vật liệu,Công ty Cổ phần Xây lắp Thừa Thiên Huế
763,TTZ,Q3,2019,-28.2,0.8,-0.027,-0.021,-279,10190,,,,,,0.798,,,4.0,-3.427,1.3,,,,,,,,,0.3,,-0.002,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung
764,TV3,Q3,2019,11.6,2.2,0.197,0.08,2347,12478,,,,,,0.408,,,0.7,0.208,2.5,,,,,,,,,1.5,,0.106,,Xây dựng và Vật liệu,Công ty Cổ phần Tư vấn Xây dựng Điện 3
765,TXM,Q3,2019,61.3,0.2,0.003,0.002,42,16711,,,,,,0.796,,,3.9,-1.302,1.3,,,,,,,,,0.3,,0.011,,Xây dựng và Vật liệu,Công ty Cổ phần VICEM Thạch cao Xi Măng
766,UDC,Q3,2019,-39.0,0.4,-0.011,-0.004,-115,10579,,,,,,0.336,,,0.6,-2.552,3.0,,,,,,,,,1.7,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu
767,UDJ,Q3,2019,8.2,0.5,0.064,0.026,739,11313,,,,,,0.385,,,0.6,-0.007,2.6,,,,,,,,,1.6,,0.038,,Xây dựng và Vật liệu,Công ty Cổ phần Phát triển Đô thị
768,UIC,Q3,2019,4.3,0.8,0.194,0.121,6695,35548,,,,,,0.635,,,1.7,0.041,1.6,,,,,,,,,0.6,,0.06,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO
769,V12,Q3,2019,9.0,0.6,0.069,0.008,1059,15056,,,,,,0.104,,,0.1,-0.026,9.6,,,,,,,,,8.6,,0.015,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng số 12
770,VC1,Q3,2019,8.6,0.6,0.074,0.019,1423,19392,,,,,,0.24,,,0.3,-0.003,4.2,,,,,,,,,3.2,,0.005,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng số 1
771,VC2,Q3,2019,15.7,1.8,0.113,0.016,826,7426,,,,,,0.147,,,0.2,1.101,6.8,,,,,,,,,5.7,,0.065,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng VINA2
772,VC6,Q3,2019,7.5,0.7,0.099,0.015,1349,13869,,,,,,0.164,,,0.2,0.433,6.1,,,,,,,,,5.1,,0.043,,Xây dựng và Vật liệu,Công ty cổ phần Xây dựng và Đầu tư Visicons
773,VC7,Q3,2019,19.3,0.9,0.06,0.029,237,5125,,,,,,0.569,,,1.3,-0.001,1.8,,,,,,,,,0.8,,0.043,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn BGI
774,VC9,Q3,2019,42.2,1.0,0.023,0.003,348,14921,,,,,,0.124,,,0.1,12.311,8.0,,,,,,,,,7.0,,-0.029,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng số 9 - VC9
775,VCC,Q3,2019,6.5,0.7,0.109,0.022,1345,12507,,,,,,0.203,,,0.3,0.107,4.9,,,,,,,,,3.9,,0.024,,Xây dựng và Vật liệu,Công ty Cổ phần Vinaconex 25
776,VCG,Q3,2019,15.9,1.6,0.104,0.034,1562,15244,,,,,,0.335,,,0.7,0.071,3.0,,,,,,,,,1.5,,0.03,,Xây dựng và Vật liệu,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam
777,VCS,Q3,2019,11.3,4.9,0.458,0.292,8464,19364,,,,,,0.611,,,1.6,0.064,1.6,,,,,,,,,0.6,,0.009,,Xây dựng và Vật liệu,Công ty Cổ phần VICOSTONE
778,VCX,Q3,2019,12.2,0.4,0.036,0.006,196,5607,,,,,,0.213,,,0.3,-0.026,4.7,,,,,,,,,3.7,,0.018,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng Yên Bình
779,VE1,Q3,2019,-6.5,1.4,-0.2,-0.181,-1362,6136,,,,,,0.881,,,7.4,0.037,1.1,,,,,,,,,0.1,,0.004,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng điện VNECO 1
780,VE2,Q3,2019,-759.8,0.9,-0.001,-0.001,-12,10439,,,,,,0.826,,,4.8,-1.024,1.2,,,,,,,,,0.2,,-0.027,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng Điện VNECO 2
781,VE3,Q3,2019,26.2,0.5,0.018,0.008,229,12516,,,,,,0.422,,,0.7,-3.459,2.4,,,,,,,,,1.4,,0.021,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng điện VNECO 3
782,VE4,Q3,2019,29.8,0.6,0.018,0.01,267,14435,,,,,,0.543,,,1.2,-0.47,1.8,,,,,,,,,0.8,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng điện VNECO4
783,VE8,Q3,2019,-6.5,1.3,-0.188,-0.048,-1392,6722,,,,,,0.219,,,0.3,-0.433,4.6,,,,,,,,,3.6,,0.024,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng Điện Vneco 8
784,VE9,Q3,2019,-0.7,0.2,-0.233,-0.171,-2125,8045,,,,,,0.726,,,2.7,-0.134,1.4,,,,,,,,,0.4,,-0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9
785,VGC,Q3,2019,12.7,1.3,0.1,0.035,1389,13987,,,,,,0.329,,,0.6,0.054,3.0,,,,,,,,,1.8,,-0.043,,Xây dựng và Vật liệu,Tổng Công ty Viglacera - Công ty Cổ phần
