,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
786,VHL,Q3,2019,4.2,0.9,0.222,0.107,5616,26207,,,,,,0.497,,,1.0,-0.022,2.0,,,,,,,,,1.0,,0.054,,Xây dựng và Vật liệu,Công ty Cổ phần Viglacera Hạ Long
787,MBG,Q3,2019,185.4,4.6,0.033,0.029,152,6095,,,,,,0.876,,,21.6,-0.229,1.1,,,,,,,,,0.0,,0.009,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn MBG
788,VIT,Q3,2019,5.1,1.5,0.296,0.075,1603,5571,,,,,,0.265,,,0.4,0.087,3.8,,,,,,,,,2.8,,0.086,,Xây dựng và Vật liệu,Công ty Cổ phần Viglacera Tiên Sơn
789,VIW,Q3,2019,-232.3,0.8,-0.003,-0.001,-37,10747,,,,,,0.247,,,0.4,-0.664,4.0,,,,,,,,,2.3,,0.027,,Xây dựng và Vật liệu,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần
790,VMC,Q3,2019,7.1,0.6,0.087,0.021,1444,18257,,,,,,0.269,,,0.4,-0.491,3.7,,,,,,,,,2.7,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần VIMECO
791,VNE,Q3,2019,-12.8,0.3,-0.023,-0.013,-266,11638,,,,,,0.664,,,2.1,-0.077,1.5,,,,,,,,,0.5,,0.004,,Xây dựng và Vật liệu,Tổng Công ty Cổ phần Xây dựng điện Việt Nam
792,VSI,Q3,2019,13.7,1.4,0.104,0.029,1531,14632,,,,,,0.273,,,0.4,-0.049,3.7,,,,,,,,,2.5,,0.029,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước
793,VTA,Q3,2019,3.8,0.6,0.169,0.053,1481,9488,,,,,,0.317,,,0.5,-0.049,3.2,,,,,,,,,2.2,,0.035,,Xây dựng và Vật liệu,Công ty Cổ phần VITALY
794,VTS,Q3,2019,-11.4,0.8,-0.065,-0.055,-1480,22092,,,,,,0.836,,,5.1,-0.102,1.2,,,,,,,,,0.2,,-0.016,,Xây dựng và Vật liệu,Công ty Cổ phần Gạch Ngói Từ Sơn
795,VTV,Q3,2019,10.6,0.6,0.053,0.018,726,13430,,,,,,0.326,,,0.5,0.008,3.1,,,,,,,,,2.1,,0.022,,Xây dựng và Vật liệu,Công ty Cổ phần Năng lượng và Môi trường VICEM
796,CLH,Q3,2019,2.9,0.7,0.238,0.099,3046,13350,,,,,,0.469,,,0.9,0.139,2.1,,,,,,,,,1.1,,0.03,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng La Hiên VVMI
797,VXB,Q3,2019,-11.6,0.6,-0.05,-0.015,-699,13437,,,,,,0.3,,,0.4,3.542,3.3,,,,,,,,,2.3,,-0.037,,Xây dựng và Vật liệu,Công ty Cổ phần Vật liệu xây dựng Bến Tre
798,XMC,Q3,2019,7.2,1.0,0.144,0.019,1299,9094,,,,,,0.124,,,0.2,0.047,8.1,,,,,,,,,6.3,,0.017,,Xây dựng và Vật liệu,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai
799,CQT,Q3,2019,3.5,0.5,0.16,0.02,782,5261,,,,,,0.147,,,0.2,0.026,6.8,,,,,,,,,5.8,,0.006,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng Quán Triều VVMI
800,AME,Q3,2019,113.9,0.6,0.006,0.002,56,11447,,,,,,0.297,,,0.4,0.553,3.4,,,,,,,,,2.4,,0.003,,Hàng & Dịch vụ Công nghiệp,Công ty cổ phần Alphanam E&C
801,CAV,Q3,2019,5.4,1.8,0.341,0.132,8747,26164,,,,,,0.383,,,0.6,0.047,2.6,,,,,,,,,1.6,,0.005,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dây cáp điện Việt Nam
802,CJC,Q3,2019,-30.6,1.3,-0.041,-0.009,-686,16510,,,,,,0.192,,,0.2,-1.708,5.2,,,,,,,,,4.2,,-0.09,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cơ điện Miền Trung
803,DHP,Q3,2019,4.1,0.5,0.112,0.091,1839,16762,,,,,,0.807,,,4.2,0.043,1.2,,,,,,,,,0.2,,0.018,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Điện cơ Hải Phòng
804,GEX,Q3,2019,21.5,2.5,0.122,0.038,839,7338,,,,,,0.298,,,0.7,-0.183,3.4,,,,,,,,,1.5,,0.03,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tập đoàn Gelex
805,HEM,Q3,2019,3.6,0.7,0.219,0.148,3472,16891,,,,,,0.633,,,1.7,-0.055,1.6,,,,,,,,,0.6,,-0.044,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Chế tạo Điện cơ Hà Nội
806,NAG,Q3,2019,4.6,0.4,0.08,0.023,895,11637,,,,,,0.29,,,0.5,0.138,3.4,,,,,,,,,2.1,,0.017,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tập đoàn Nagakawa
807,PAC,Q3,2019,7.0,1.7,0.252,0.074,3515,14549,,,,,,0.307,,,0.4,-0.085,3.3,,,,,,,,,2.3,,0.054,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Pin Ắc quy Miền Nam
808,TBD,Q3,2019,22.8,5.9,0.278,0.067,3770,14660,,,,,,0.279,,,0.4,-0.008,3.6,,,,,,,,,2.6,,0.047,,Hàng & Dịch vụ Công nghiệp,Tổng công ty Thiết bị điện Đông Anh - Công ty Cổ phần
809,TSB,Q3,2019,9.9,0.5,0.056,0.03,623,11259,,,,,,0.605,,,1.5,0.217,1.7,,,,,,,,,0.7,,0.014,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Ắc quy Tia Sáng
810,TYA,Q3,2019,3.6,0.7,0.212,0.106,3022,14847,,,,,,0.495,,,1.0,0.108,2.0,,,,,,,,,1.0,,0.052,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam
811,VTB,Q3,2019,8.7,0.7,0.076,0.037,1398,18176,,,,,,0.639,,,2.0,-0.192,1.6,,,,,,,,,0.5,,0.011,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Viettronics Tân Bình
812,VTH,Q3,2019,9.0,0.6,0.07,0.051,1108,15944,,,,,,0.686,,,2.2,0.114,1.5,,,,,,,,,0.5,,-0.029,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dây cáp điện Việt Thái
813,ACV,Q3,2019,23.2,4.8,0.223,0.126,3287,15802,,,,,,0.576,,,1.4,0.05,1.7,,,,,,,,,0.7,,0.07,,Hàng & Dịch vụ Công nghiệp,Tổng Công ty Cảng Hàng không Việt Nam - CTCP
814,CAG,Q3,2019,246.1,7.9,0.032,0.031,342,10669,,,,,,0.966,,,28.4,0.036,1.0,,,,,,,,,0.0,,0.005,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng An Giang
815,CCT,Q3,2019,113.3,1.1,0.01,0.007,88,9293,,,,,,0.689,,,2.2,-0.077,1.5,,,,,,,,,0.5,,0.001,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Cần Thơ
816,VSM,Q3,2019,3.7,0.6,0.157,0.09,2341,15387,,,,,,0.564,,,1.4,0.114,1.8,,,,,,,,,0.7,,-0.025,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Container Miền Trung
817,CCR,Q3,2019,35.6,2.6,0.074,0.051,795,10861,,,,,,0.7,,,2.5,0.048,1.4,,,,,,,,,0.4,,0.026,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Cam Ranh
818,CLL,Q3,2019,8.8,1.4,0.159,0.136,2787,17747,,,,,,0.861,,,7.9,0.0,1.2,,,,,,,,,0.1,,0.041,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Cát Lái
819,CMP,Q3,2019,11.3,0.7,0.066,0.041,708,10905,,,,,,0.571,,,1.3,-0.064,1.8,,,,,,,,,0.8,,0.008,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Chân Mây
820,CPI,Q3,2019,-66.7,-2.4,0.037,-0.019,-29,-820,,,,,,-0.536,,,-0.3,1.704,-1.9,,,,,,,,,-2.9,,0.008,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Đầu tư Cảng Cái Lân
821,SGP,Q3,2019,9.8,1.0,0.11,0.042,905,8575,,,,,,0.398,,,0.8,-0.023,2.5,,,,,,,,,1.3,,0.01,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Sài Gòn
822,DDM,Q3,2019,-0.2,0.0,0.054,-0.056,-3120,-59371,,,,,,-1.084,,,-0.5,-0.236,-0.9,,,,,,,,,-1.9,,0.01,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Hàng hải Đông Đô
823,DL1,Q3,2019,114.1,2.4,0.021,0.012,223,10635,,,,,,0.783,,,3.7,0.191,1.3,,,,,,,,,0.3,,0.003,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tập đoàn Alpha Seven
824,CDN,Q3,2019,10.6,1.3,0.131,0.101,1695,13636,,,,,,0.808,,,4.2,0.023,1.2,,,,,,,,,0.2,,0.04,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Đà Nẵng
825,DVP,Q3,2019,5.4,1.2,0.226,0.209,6467,29511,,,,,,0.928,,,12.9,-0.123,1.1,,,,,,,,,0.1,,0.05,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ
826,DXP,Q3,2019,7.4,0.8,0.11,0.103,1572,15067,,,,,,0.935,,,14.4,0.111,1.1,,,,,,,,,0.1,,0.03,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Đoạn Xá
827,GMD,Q3,2019,12.0,1.2,0.101,0.06,2007,20757,,,,,,0.628,,,2.3,0.027,1.6,,,,,,,,,0.4,,0.024,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Gemadept
828,GSP,Q3,2019,9.7,1.1,0.125,0.066,924,7808,,,,,,0.493,,,1.0,0.009,2.0,,,,,,,,,1.0,,0.204,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế
829,HAH,Q3,2019,5.0,0.7,0.135,0.078,2610,19765,,,,,,0.552,,,2.3,-0.028,1.8,,,,,,,,,0.4,,0.025,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải và Xếp dỡ Hải An
830,HCT,Q3,2019,25.9,1.3,0.05,0.042,1043,20730,,,,,,0.842,,,5.3,0.002,1.2,,,,,,,,,0.2,,0.015,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng
831,HMH,Q3,2019,9.1,0.4,0.047,0.043,912,18930,,,,,,0.938,,,16.4,0.136,1.1,,,,,,,,,0.1,,0.011,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Hải Minh
832,HTV,Q3,2019,6.1,0.5,0.088,0.07,2199,25167,,,,,,0.772,,,3.4,-0.124,1.3,,,,,,,,,0.3,,0.027,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Logistics Vicem
833,IST,Q3,2019,6.1,1.4,0.233,0.084,3100,13702,,,,,,0.313,,,0.5,0.02,3.2,,,,,,,,,2.2,,0.059,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần ICD Tân Cảng Sóng Thần
834,MHC,Q3,2019,-25.8,0.3,-0.011,-0.009,-139,12336,,,,,,0.738,,,2.8,-1.312,1.4,,,,,,,,,0.4,,-0.009,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần MHC
835,NAP,Q3,2019,30.5,1.4,0.047,0.042,489,10331,,,,,,0.888,,,7.9,-0.136,1.1,,,,,,,,,0.1,,-0.047,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Nghệ Tĩnh
836,NCT,Q3,2019,6.6,3.1,0.523,0.44,8528,17864,,,,,,0.848,,,5.6,-0.025,1.2,,,,,,,,,0.2,,0.146,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài
837,NOS,Q3,2019,0.0,0.0,0.041,-0.118,-7854,-193625,,,,,,-3.054,,,-0.8,-0.086,-0.3,,,,,,,,,-1.3,,0.008,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông
838,PAP,Q3,2019,,,0.016,0.015,113,7340,,,,,,0.982,,,54.1,1.478,1.0,,,,,,,,,0.0,,0.007,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An
839,PCT,Q3,2019,3.8,0.5,0.156,0.143,1725,11924,,,,,,0.902,,,9.2,-0.108,1.1,,,,,,,,,0.1,,0.002,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam
840,PDN,Q3,2019,9.9,2.4,0.26,0.141,6920,28571,,,,,,0.587,,,1.4,0.059,1.7,,,,,,,,,0.7,,0.082,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Đồng Nai
841,PDV,Q3,2019,6.8,0.4,0.064,0.026,498,9166,,,,,,0.368,,,0.6,-41.086,2.7,,,,,,,,,1.7,,0.017,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt
842,PHP,Q3,2019,9.3,0.9,0.095,0.063,1068,11467,,,,,,0.66,,,3.3,-0.113,1.5,,,,,,,,,0.3,,0.027,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Hải Phòng
843,PJT,Q3,2019,6.7,1.0,0.148,0.058,1357,9232,,,,,,0.323,,,0.5,0.003,3.1,,,,,,,,,2.1,,0.039,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex
844,PRC,Q3,2019,7.9,0.4,0.049,0.02,1163,23927,,,,,,0.419,,,0.7,0.006,2.4,,,,,,,,,1.4,,0.015,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Logistics Portserco
845,PSC,Q3,2019,5.3,0.7,0.127,0.056,2137,17030,,,,,,0.449,,,0.8,0.011,2.2,,,,,,,,,1.2,,0.033,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn
846,PSP,Q3,2019,7.8,0.5,0.067,0.048,734,10999,,,,,,0.723,,,2.6,0.029,1.4,,,,,,,,,0.4,,-0.03,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ
847,PTS,Q3,2019,4.5,0.3,0.056,0.015,882,15741,,,,,,0.279,,,0.4,0.246,3.6,,,,,,,,,2.6,,0.012,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng
848,PSN,Q3,2019,5.1,0.4,0.083,0.052,1052,12891,,,,,,0.656,,,1.9,-0.031,1.5,,,,,,,,,0.5,,0.016,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa
849,PVT,Q3,2019,6.4,1.1,0.179,0.069,2204,12929,,,,,,0.384,,,1.0,0.057,2.6,,,,,,,,,1.0,,0.034,,Hàng & Dịch vụ Công nghiệp,Tổng Công ty Cổ phần Vận tải Dầu khí
850,PVP,Q3,2019,3.0,0.4,0.15,0.063,1952,13428,,,,,,0.453,,,0.8,0.078,2.2,,,,,,,,,1.2,,0.014,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương
851,DS3,Q3,2019,3.5,0.2,0.069,0.06,739,10635,,,,,,0.836,,,5.1,0.134,1.2,,,,,,,,,0.2,,0.017,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần DS3
852,SGN,Q3,2019,9.2,3.4,0.425,0.281,8646,23319,,,,,,0.665,,,2.7,0.054,1.5,,,,,,,,,0.4,,0.11,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Phục vụ mặt đất Sài Gòn
853,SFI,Q3,2019,6.2,0.7,0.114,0.076,3364,31386,,,,,,0.794,,,3.9,-0.121,1.3,,,,,,,,,0.3,,0.025,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Đại lý Vận tải SAFI
854,SGS,Q3,2019,14.6,1.8,0.116,0.091,1480,12290,,,,,,0.763,,,3.8,-0.065,1.3,,,,,,,,,0.3,,0.025,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải biển Sài Gòn
855,STG,Q3,2019,9.8,0.9,0.094,0.058,1352,15010,,,,,,0.664,,,3.1,-0.062,1.5,,,,,,,,,0.3,,0.024,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Kho Vận Miền Nam
856,SWC,Q3,2019,9.7,0.9,0.092,0.076,1352,13848,,,,,,0.805,,,4.3,-0.051,1.2,,,,,,,,,0.2,,0.022,,Hàng & Dịch vụ Công nghiệp,Tổng Công ty Cổ phần Đường Sông Miền Nam
857,TCL,Q3,2019,3.9,0.5,0.141,0.094,3193,23229,,,,,,0.669,,,2.0,0.005,1.5,,,,,,,,,0.5,,0.033,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng
858,TCO,Q3,2019,8.9,0.7,0.082,0.075,886,10698,,,,,,0.919,,,11.6,-0.012,1.1,,,,,,,,,0.1,,0.021,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Đa phương thức Duyên Hải
859,TCW,Q3,2019,4.5,0.9,0.204,0.104,3199,16038,,,,,,0.528,,,1.3,0.043,1.9,,,,,,,,,0.8,,0.053,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Kho Vận Tân Cảng
860,TJC,Q3,2019,-2.1,0.6,-0.243,-0.178,-3015,10868,,,,,,0.725,,,2.6,4.094,1.4,,,,,,,,,0.4,,-0.181,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dịch vụ Vận tải và Thương mại
861,TMS,Q3,2019,7.4,1.0,0.14,0.069,2296,17565,,,,,,0.53,,,1.5,-0.084,1.9,,,,,,,,,0.7,,0.087,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Transimex
862,VFC,Q3,2019,12.6,0.7,0.059,0.029,811,14252,,,,,,0.515,,,1.2,0.187,1.9,,,,,,,,,0.8,,0.015,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần VINAFCO
863,VFR,Q3,2019,-1.1,0.3,-0.24,-0.129,-3635,13387,,,,,,0.529,,,1.1,-0.016,1.9,,,,,,,,,0.9,,-0.032,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải và Thuê tàu
864,VGP,Q3,2019,27.0,0.9,0.033,0.001,733,21715,,,,,,0.035,,,0.0,0.076,28.2,,,,,,,,,27.2,,0.004,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng Rau Quả
865,VIN,Q3,2019,6.8,0.6,0.088,0.071,1390,16284,,,,,,0.791,,,3.9,-0.045,1.3,,,,,,,,,0.3,,0.026,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam
866,VIP,Q3,2019,16.4,0.3,0.017,0.012,259,15159,,,,,,0.744,,,2.9,0.638,1.3,,,,,,,,,0.3,,0.022,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Xăng dầu VIPCO
867,VGR,Q3,2019,8.7,1.2,0.146,0.106,2027,14470,,,,,,0.792,,,3.8,0.036,1.3,,,,,,,,,0.3,,0.034,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cảng xanh VIP
868,VMS,Q3,2019,9.5,0.4,0.041,0.024,662,16196,,,,,,0.577,,,1.4,0.188,1.7,,,,,,,,,0.7,,0.013,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Phát triển Hàng Hải
869,VNA,Q3,2019,1.8,1.4,1.201,0.069,2379,3145,,,,,,0.098,,,0.1,-0.369,10.2,,,,,,,,,9.2,,0.024,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải biển Vinaship
870,VNF,Q3,2019,16.4,1.1,0.078,0.034,911,13141,,,,,,0.48,,,1.0,-0.147,2.1,,,,,,,,,1.0,,0.013,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vinafreight
871,VNL,Q3,2019,6.5,0.6,0.088,0.054,2068,23767,,,,,,0.627,,,1.7,-0.192,1.6,,,,,,,,,0.6,,0.016,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Logistics Vinalink
872,VLG,Q3,2019,12.4,0.4,0.029,0.017,340,11479,,,,,,0.575,,,1.4,-0.6,1.7,,,,,,,,,0.7,,-0.017,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần VIMC Logistics
873,VNT,Q3,2019,43.9,1.8,0.047,0.015,710,17784,,,,,,0.401,,,0.7,0.037,2.5,,,,,,,,,1.5,,0.009,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương
874,VOS,Q3,2019,-12.5,0.5,-0.041,-0.006,-151,3643,,,,,,0.158,,,0.2,-20.46,6.3,,,,,,,,,5.3,,-0.127,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Biển Việt Nam
875,VSA,Q3,2019,6.7,0.7,0.101,0.052,2486,25480,,,,,,0.516,,,1.1,0.005,1.9,,,,,,,,,0.9,,0.017,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Đại lý Hàng hải Việt Nam
876,VPA,Q3,2019,-1.0,0.5,-0.367,-0.081,-2260,5013,,,,,,0.184,,,0.2,-0.243,5.4,,,,,,,,,4.4,,-0.093,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Hóa dầu VP
877,VSC,Q3,2019,7.0,1.0,0.141,0.092,2052,14928,,,,,,0.683,,,4.4,-0.031,1.5,,,,,,,,,0.2,,0.012,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Container Việt Nam
878,VST,Q3,2019,-0.1,0.0,0.261,-0.256,-4621,-21813,,,,,,-1.508,,,-0.6,0.069,-0.7,,,,,,,,,-1.7,,0.048,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam
879,VTO,Q3,2019,4.9,0.4,0.084,0.05,1197,14246,,,,,,0.581,,,1.4,0.031,1.7,,,,,,,,,0.7,,0.019,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Xăng dầu VITACO
880,VTP,Q3,2019,21.6,9.1,0.485,0.115,3406,8096,,,,,,0.24,,,0.3,0.077,4.2,,,,,,,,,3.2,,0.121,,Hàng & Dịch vụ Công nghiệp,Tổng Công ty Cổ phần Bưu chính Viettel
881,VTX,Q3,2019,83.7,2.3,0.028,0.022,310,11116.0,,,,,,0.817,,,4.5,-0.464,1.2,,,,,,,,,0.2,,-0.014,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX
882,WCS,Q3,2019,4.4,1.3,0.262,0.213,27043,94477,,,,,,0.735,,,2.8,0.008,1.4,,,,,,,,,0.4,,0.062,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Bến xe Miền Tây
883,ARM,Q3,2019,17.0,3.0,0.176,0.042,2236,12866,,,,,,0.184,,,0.2,0.003,5.4,,,,,,,,,4.4,,0.046,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Xuất nhập khẩu Hàng không
884,IPA,Q3,2019,11.8,1.0,0.084,0.043,658,7823,,,,,,0.496,,,1.7,-0.005,2.0,,,,,,,,,0.6,,0.038,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tập đoàn Đầu tư I.P.A
885,AMS,Q3,2019,13.5,0.8,0.073,0.015,572,9121,,,,,,0.206,,,0.3,-0.261,4.9,,,,,,,,,3.5,,0.009,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cơ khí Xây dựng AMECC
886,PPE,Q3,2019,3.3,1.1,0.383,0.234,1640,5103,,,,,,0.655,,,1.9,0.222,1.5,,,,,,,,,0.5,,0.013,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise
887,PPS,Q3,2019,3.3,0.5,0.143,0.008,1667,11960,,,,,,0.061,,,0.1,0.313,16.5,,,,,,,,,15.5,,0.036,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam
888,PVM,Q3,2019,9.3,0.8,0.089,0.055,998,11444,,,,,,0.61,,,1.8,-0.015,1.6,,,,,,,,,0.6,,-0.008,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Máy - Thiết bị Dầu khí
889,SDA,Q3,2019,-4.0,0.3,-0.077,-0.039,-755,9296,,,,,,0.435,,,0.8,0.449,2.3,,,,,,,,,1.3,,-0.01,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần SIMCO Sông Đà
890,SDC,Q3,2019,14.0,0.7,0.05,0.024,1016,20203,,,,,,0.474,,,0.9,-0.071,2.1,,,,,,,,,1.1,,0.001,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tư vấn Sông Đà
891,SFN,Q3,2019,15.7,1.4,0.085,0.073,1585,18397,,,,,,0.83,,,4.9,0.013,1.2,,,,,,,,,0.2,,0.03,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dệt lưới Sài Gòn
892,SZE,Q3,2019,10.3,0.9,0.091,0.065,1033,11509,,,,,,0.72,,,2.6,0.007,1.4,,,,,,,,,0.4,,-0.038,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Môi trường Sonadezi
893,TV1,Q3,2019,-11.9,1.2,-0.087,-0.015,-957,9634,,,,,,0.158,,,0.2,0.61,6.3,,,,,,,,,5.3,,-0.024,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tư vấn Xây dựng Điện 1
894,TV2,Q3,2019,8.5,2.4,0.329,0.119,5456,19046,,,,,,0.403,,,0.7,0.013,2.5,,,,,,,,,1.5,,0.05,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tư vấn Xây dựng Điện 2
895,TV4,Q3,2019,8.5,1.2,0.143,0.088,1421,9963,,,,,,0.645,,,1.8,-0.003,1.5,,,,,,,,,0.5,,0.042,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tư vấn Xây dựng Điện 4
896,VCM,Q3,2019,11.6,1.8,0.16,0.077,3544,23344,,,,,,0.515,,,1.1,0.087,1.9,,,,,,,,,0.9,,0.02,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Nhân lực và Thương mại Vinaconex
897,MTS,Q3,2019,13.8,1.3,0.093,0.017,990,10597,,,,,,0.218,,,0.3,0.06,4.6,,,,,,,,,3.3,,-0.046,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Vật tư - TKV
