,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
112,DMC,Q3,2022,8.3,1.1,0.136,0.107,5281,39983,,,,,,0.779,,,3.5,0.06,1.3,,,,,,,,,0.3,,0.037,,Y tế,Công ty Cổ phần Xuất nhập khẩu Y tế DOMESCO
113,DP2,Q3,2022,-5.2,1.1,-0.197,-0.049,-1252,5720,,,,,,0.227,,,0.3,-0.013,4.4,,,,,,,,,3.4,,-0.034,,Y tế,Công ty Cổ phần Dược phẩm Trung ương 2
114,DP3,Q3,2022,7.1,1.9,0.282,0.219,4658,17521,,,,,,0.776,,,3.5,0.03,1.3,,,,,,,,,0.3,,0.045,,Y tế,Công ty Cổ Phần Dược Phẩm Trung Ương 3
115,IMP,Q3,2022,18.4,2.2,0.125,0.102,3165,26082,,,,,,0.834,,,5.0,0.124,1.2,,,,,,,,,0.2,,0.032,,Y tế,Công ty Cổ phần Dược phẩm IMEXPHARM
116,LDP,Q3,2022,4.1,0.9,0.252,0.135,2209,9765,,,,,,0.498,,,1.0,-0.096,2.0,,,,,,,,,1.0,,-0.063,,Y tế,Công ty Cổ phần Dược Lâm Đồng - Ladophar
117,MED,Q3,2022,-212.1,0.7,-0.004,-0.002,-87,25582,,,,,,0.428,,,0.7,-0.593,2.3,,,,,,,,,1.3,,0.011,,Y tế,Công ty Cổ phần Dược Trung ương Mediplantex
118,MKP,Q3,2022,27.3,0.7,0.024,0.019,1181,49538,,,,,,0.766,,,3.3,0.072,1.3,,,,,,,,,0.3,,0.002,,Y tế,Công ty Cổ phần Hóa - Dược phẩm Mekophar
119,MKV,Q3,2022,7.7,0.7,0.095,0.059,1306,14399,,,,,,0.63,,,1.7,0.077,1.6,,,,,,,,,0.6,,0.032,,Y tế,Công ty Cổ phần Dược Thú Y Cai Lậy
120,SVN,Q3,2022,76.4,0.5,0.007,0.007,74,10593,,,,,,0.948,,,18.4,0.502,1.1,,,,,,,,,0.1,,0.002,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn Vexilla Việt Nam
121,TA9,Q3,2022,8.4,1.2,0.147,0.014,1705,11831,,,,,,0.081,,,0.1,0.236,12.3,,,,,,,,,11.3,,0.047,,Xây dựng và Vật liệu,Công ty Cổ phần Xây lắp Thành An 96
122,TBX,Q3,2022,102.4,1.6,0.016,0.013,217,13546,,,,,,0.794,,,3.9,-5.941,1.3,,,,,,,,,0.3,,0.014,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng Thái Bình
123,TCR,Q3,2022,19.1,0.4,0.022,0.01,204,9604,,,,,,0.459,,,1.0,0.092,2.2,,,,,,,,,1.0,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA
124,G36,Q3,2022,28.2,0.7,0.027,0.006,265,10097,,,,,,0.216,,,0.3,0.372,4.6,,,,,,,,,3.5,,-0.003,,Xây dựng và Vật liệu,Tổng Công ty 36 - Công ty Cổ phần
125,TGG,Q3,2022,7.0,0.3,0.051,0.028,597,12006,,,,,,0.619,,,2.5,0.841,1.6,,,,,,,,,0.4,,0.042,,Xây dựng và Vật liệu,Công ty Cổ phần The Golden Group
126,THG,Q3,2022,6.1,1.5,0.261,0.091,6228,25855,,,,,,0.34,,,0.5,0.055,2.9,,,,,,,,,1.9,,0.04,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang
127,TKC,Q3,2022,27.9,0.7,0.024,0.003,272,11273,,,,,,0.091,,,0.1,1.338,11.0,,,,,,,,,10.0,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ
128,TL4,Q3,2022,-8.6,0.5,-0.06,-0.014,-928,14752,,,,,,0.232,,,0.5,-0.014,4.3,,,,,,,,,2.2,,0.0,,Xây dựng và Vật liệu,Tổng Công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần
129,TTL,Q3,2022,55.2,1.0,0.018,0.004,229,12885,,,,,,0.232,,,0.4,-0.394,4.3,,,,,,,,,2.8,,-0.002,,Xây dựng và Vật liệu,Tổng Công ty Thăng Long - Công ty Cổ phần
130,TMX,Q3,2022,9.5,0.6,0.063,0.041,987,15769,,,,,,0.654,,,1.9,0.533,1.5,,,,,,,,,0.5,,0.022,,Xây dựng và Vật liệu,Công ty Cổ phần VICEM Thương mại Xi măng
131,BAX,Q3,2022,6.0,2.3,0.427,0.116,11560,30036,,,,,,0.316,,,0.5,0.021,3.2,,,,,,,,,2.2,,0.037,,Xây dựng và Vật liệu,Công ty Cổ phần Thống Nhất
132,TCD,Q3,2022,5.9,0.8,0.203,0.062,1643,12067,,,,,,0.376,,,0.6,-0.083,2.7,,,,,,,,,1.6,,0.011,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải
133,TDF,Q3,2022,6.7,0.9,0.143,0.069,3400,24868,,,,,,0.423,,,0.7,0.033,2.4,,,,,,,,,1.4,,-0.03,,Xây dựng và Vật liệu,Công ty Cổ phần Trung Đô
134,TTB,Q3,2022,42.7,0.4,0.012,0.005,95,10425,,,,,,0.485,,,1.0,-0.122,2.1,,,,,,,,,1.0,,0.0,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn Tiến Bộ
135,TTC,Q3,2022,4.4,0.5,0.114,0.076,2299,20371,,,,,,0.652,,,1.9,0.503,1.5,,,,,,,,,0.5,,0.03,,Xây dựng và Vật liệu,Công ty Cổ phần Gạch men Thanh Thanh
136,HUB,Q3,2022,8.7,1.0,0.117,0.066,2040,18384,,,,,,0.575,,,1.7,0.042,1.7,,,,,,,,,0.6,,0.034,,Xây dựng và Vật liệu,Công ty Cổ phần Xây lắp Thừa Thiên Huế
137,TTZ,Q3,2022,-5.5,0.4,-0.073,-0.062,-641,8452,,,,,,0.814,,,4.4,-0.019,1.2,,,,,,,,,0.2,,-0.005,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung
138,TV3,Q3,2022,6.7,1.3,0.203,0.096,2572,13813,,,,,,0.5,,,1.0,0.039,2.0,,,,,,,,,1.0,,0.014,,Xây dựng và Vật liệu,Công ty Cổ phần Tư vấn Xây dựng Điện 3
139,TXM,Q3,2022,-34.3,0.3,-0.009,-0.006,-136,15970,,,,,,0.684,,,2.2,-0.519,1.5,,,,,,,,,0.5,,-0.007,,Xây dựng và Vật liệu,Công ty Cổ phần VICEM Thạch cao Xi Măng
140,UDC,Q3,2022,-7.5,0.8,-0.104,-0.034,-982,8959,,,,,,0.323,,,0.6,0.304,3.1,,,,,,,,,1.8,,-0.031,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu
141,UDJ,Q3,2022,5.4,0.7,0.141,0.059,1989,14422,,,,,,0.399,,,0.7,-0.022,2.5,,,,,,,,,1.5,,-0.073,,Xây dựng và Vật liệu,Công ty Cổ phần Phát triển Đô thị
142,UIC,Q3,2022,6.8,1.0,0.152,0.116,6425,43750,,,,,,0.767,,,3.3,0.135,1.3,,,,,,,,,0.3,,0.04,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO
143,V12,Q3,2022,23.1,1.7,0.075,0.013,561,7512,,,,,,0.194,,,0.2,0.265,5.2,,,,,,,,,4.2,,0.019,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng số 12
144,VC1,Q3,2022,13.0,0.6,0.045,0.015,917,20888,,,,,,0.351,,,0.5,0.049,2.8,,,,,,,,,1.8,,0.007,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng số 1
145,VC2,Q3,2022,13.1,1.8,0.189,0.047,1388,10051,,,,,,0.292,,,0.4,0.032,3.4,,,,,,,,,2.3,,0.024,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng VINA2
146,VC6,Q3,2022,6.9,0.5,0.079,0.013,1012,13255,,,,,,0.178,,,0.2,0.004,5.6,,,,,,,,,4.2,,0.006,,Xây dựng và Vật liệu,Công ty cổ phần Xây dựng và Đầu tư Visicons
147,VC7,Q3,2022,71.2,1.5,0.028,0.017,114,5340,,,,,,0.606,,,1.6,-0.272,1.6,,,,,,,,,0.6,,0.001,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn BGI
148,VC9,Q3,2022,2.2,102.8,2.144,0.071,4620,99,,,,,,0.001,,,0.0,80.719,692.1,,,,,,,,,691.1,,-0.126,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng số 9 - VC9
149,VCC,Q3,2022,57.7,2.4,0.041,0.006,249,6087,,,,,,0.135,,,0.2,0.404,7.4,,,,,,,,,6.4,,0.013,,Xây dựng và Vật liệu,Công ty Cổ phần Vinaconex 25
150,VCG,Q3,2022,10.6,1.5,0.144,0.032,1825,12946,,,,,,0.223,,,0.5,0.157,4.5,,,,,,,,,2.1,,0.028,,Xây dựng và Vật liệu,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam
151,VCS,Q3,2022,6.6,1.8,0.286,0.202,8809,32164,,,,,,0.729,,,2.7,-0.168,1.4,,,,,,,,,0.4,,0.041,,Xây dựng và Vật liệu,Công ty Cổ phần VICOSTONE
152,VCX,Q3,2022,16.7,0.9,0.056,0.017,412,7483,,,,,,0.303,,,0.4,-0.152,3.3,,,,,,,,,2.3,,0.006,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng Yên Bình
153,VE1,Q3,2022,-5.4,0.7,-0.127,-0.122,-702,5181,,,,,,0.986,,,68.8,2.389,1.0,,,,,,,,,0.0,,-0.083,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng điện VNECO 1
154,VE2,Q3,2022,17.3,0.6,0.034,0.012,358,10621,,,,,,0.252,,,0.3,-0.67,4.0,,,,,,,,,3.0,,-0.066,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng Điện VNECO 2
155,VE3,Q3,2022,24.5,0.7,0.029,0.006,408,14272,,,,,,0.215,,,0.3,-0.51,4.6,,,,,,,,,3.6,,-0.01,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng điện VNECO 3
156,VE4,Q3,2022,-137.5,5.3,-0.037,-0.009,-537,13942,,,,,,0.185,,,0.2,-1.747,5.4,,,,,,,,,4.4,,-0.072,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng điện VNECO4
157,VE8,Q3,2022,-4.6,0.9,-0.172,-0.024,-1569,8355,,,,,,0.128,,,0.1,0.282,7.8,,,,,,,,,6.8,,-0.098,,Xây dựng và Vật liệu,Công ty Cổ phần Xây dựng Điện Vneco 8
158,VE9,Q3,2022,-4.1,1.0,-0.209,-0.171,-611,2625,,,,,,0.781,,,3.6,-0.005,1.3,,,,,,,,,0.3,,-0.006,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9
159,VGC,Q3,2022,11.1,3.0,0.281,0.095,4408,16629,,,,,,0.322,,,0.6,0.012,3.1,,,,,,,,,1.6,,-0.03,,Xây dựng và Vật liệu,Tổng Công ty Viglacera - Công ty Cổ phần
160,VHL,Q3,2022,31.4,0.9,0.029,0.016,732,24354,,,,,,0.546,,,1.2,-0.473,1.8,,,,,,,,,0.8,,-0.007,,Xây dựng và Vật liệu,Công ty Cổ phần Viglacera Hạ Long
161,MBG,Q3,2022,6.0,0.6,0.125,0.113,1065,10730,,,,,,0.903,,,9.5,0.074,1.1,,,,,,,,,0.1,,0.019,,Xây dựng và Vật liệu,Công ty Cổ phần Tập đoàn MBG
162,VIT,Q3,2022,21.3,1.5,0.073,0.024,868,11974,,,,,,0.283,,,0.4,0.335,3.5,,,,,,,,,2.5,,-0.032,,Xây dựng và Vật liệu,Công ty Cổ phần Viglacera Tiên Sơn
163,VIW,Q3,2022,1334.0,1.9,0.001,0.0,14,10383,,,,,,0.271,,,0.5,-0.223,3.7,,,,,,,,,2.0,,-0.002,,Xây dựng và Vật liệu,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần
164,VMC,Q3,2022,59.9,0.8,0.013,0.004,188,14636,,,,,,0.244,,,0.3,-0.023,4.1,,,,,,,,,3.1,,0.003,,Xây dựng và Vật liệu,Công ty Cổ phần VIMECO
165,VNE,Q3,2022,261.9,0.9,0.003,0.001,38,11842,,,,,,0.263,,,0.4,-0.649,3.8,,,,,,,,,2.6,,-0.005,,Xây dựng và Vật liệu,Tổng Công ty Cổ phần Xây dựng điện Việt Nam
166,E12,Q3,2022,27.3,0.5,0.017,0.005,219,12585,,,,,,0.251,,,0.3,0.006,4.0,,,,,,,,,3.0,,0.002,,Xây dựng và Vật liệu,Công ty Cổ phần Xây Dựng Điện VNECO 12
167,VSI,Q3,2022,9.1,1.1,0.117,0.045,1894,15274,,,,,,0.38,,,0.6,-0.112,2.6,,,,,,,,,1.6,,0.03,,Xây dựng và Vật liệu,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước
168,VTA,Q3,2022,-24.2,0.6,-0.025,-0.009,-243,9678,,,,,,0.325,,,0.5,-0.133,3.1,,,,,,,,,2.1,,-0.039,,Xây dựng và Vật liệu,Công ty Cổ phần VITALY
169,VTS,Q3,2022,-7.2,2.0,-0.24,-0.191,-3661,13431,,,,,,0.789,,,3.7,0.161,1.3,,,,,,,,,0.3,,-0.057,,Xây dựng và Vật liệu,Công ty Cổ phần Gạch Ngói Từ Sơn
170,VTV,Q3,2022,6.4,0.4,0.068,0.025,903,13651,,,,,,0.295,,,0.4,0.148,3.4,,,,,,,,,2.4,,0.013,,Xây dựng và Vật liệu,Công ty Cổ phần Năng lượng và Môi trường VICEM
171,CLH,Q3,2022,5.6,1.7,0.315,0.192,5193,16833,,,,,,0.583,,,1.4,0.028,1.7,,,,,,,,,0.7,,0.07,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng La Hiên VVMI
172,XMC,Q3,2022,8.3,0.6,0.074,0.014,849,11340,,,,,,0.183,,,0.2,-0.156,5.5,,,,,,,,,4.3,,0.01,,Xây dựng và Vật liệu,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai
173,CQT,Q3,2022,4.9,1.2,0.274,0.091,2547,10642,,,,,,0.394,,,0.7,0.19,2.5,,,,,,,,,1.5,,0.043,,Xây dựng và Vật liệu,Công ty Cổ phần Xi măng Quán Triều VVMI
174,AME,Q3,2022,25.9,0.9,0.049,0.012,408,11672,,,,,,0.271,,,0.4,-0.185,3.7,,,,,,,,,2.7,,0.004,,Hàng & Dịch vụ Công nghiệp,Công ty cổ phần Alphanam E&C
175,BTH,Q3,2022,63.8,2.0,0.031,0.02,341,11013,,,,,,0.465,,,0.9,-0.311,2.1,,,,,,,,,1.1,,0.001,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội
176,CAV,Q3,2022,6.2,1.3,0.223,0.064,6898,31772,,,,,,0.348,,,0.5,-0.008,2.9,,,,,,,,,1.9,,0.019,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dây cáp điện Việt Nam
177,CJC,Q3,2022,52.4,5.7,0.116,0.029,572,5235,,,,,,0.21,,,0.3,0.027,4.8,,,,,,,,,3.8,,0.008,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Cơ điện Miền Trung
178,DHP,Q3,2022,7.0,0.6,0.083,0.068,1444,17673,,,,,,0.805,,,4.1,0.136,1.2,,,,,,,,,0.2,,0.022,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Điện cơ Hải Phòng
179,GEX,Q3,2022,32.2,1.3,0.042,0.009,590,14332,,,,,,0.227,,,0.6,-0.309,4.4,,,,,,,,,1.6,,-0.032,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tập đoàn Gelex
180,GEE,Q3,2022,17.4,1.6,0.055,0.013,1556,17252,,,,,,0.274,,,0.5,-0.292,3.7,,,,,,,,,2.2,,0.009,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Điện lực Gelex
181,PHN,Q3,2022,5.8,1.6,0.279,0.225,4607,17178,,,,,,0.794,,,3.9,0.057,1.3,,,,,,,,,0.3,,0.07,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Pin Hà Nội
182,HEM,Q3,2022,19.5,0.6,0.029,0.022,456,15617,,,,,,0.729,,,2.7,1.763,1.4,,,,,,,,,0.4,,0.017,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Chế tạo Điện cơ Hà Nội
183,NAG,Q3,2022,15.4,0.9,0.077,0.017,695,11619,,,,,,0.256,,,0.4,-0.107,3.9,,,,,,,,,2.7,,0.604,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Tập đoàn Nagakawa
184,PAC,Q3,2022,7.5,1.7,0.237,0.074,4332,19407,,,,,,0.317,,,0.5,0.067,3.2,,,,,,,,,2.2,,0.003,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Pin Ắc quy Miền Nam
185,TBD,Q3,2022,44.5,5.0,0.108,0.038,1956,17457,,,,,,0.352,,,0.5,-0.158,2.8,,,,,,,,,1.8,,0.007,,Hàng & Dịch vụ Công nghiệp,Tổng công ty Thiết bị điện Đông Anh - Công ty Cổ phần
186,TSB,Q3,2022,23.0,1.0,0.043,0.031,493,11538,,,,,,0.717,,,2.5,-0.064,1.4,,,,,,,,,0.4,,0.012,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Ắc quy Tia Sáng
187,TYA,Q3,2022,9.3,0.9,0.097,0.037,1498,15695,,,,,,0.408,,,0.7,-0.216,2.4,,,,,,,,,1.4,,-0.027,,Hàng & Dịch vụ Công nghiệp,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam
188,VEA,Q3,2022,6.7,2.1,0.316,0.26,5243,16925,,,,,,0.748,,,3.1,0.198,1.3,,,,,,,,,0.3,,-0.154,,Hàng & Dịch vụ Công nghiệp,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP
