,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
12,SHP,Q3,2022,6.3,1.7,0.277,0.202,3680,13859,,,,,,0.762,,,3.2,0.013,1.3,,,,,,,,,0.3,,0.108,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Miền Nam
13,SJD,Q3,2022,5.3,0.9,0.193,0.138,2772,15758,,,,,,0.757,,,3.2,0.0,1.3,,,,,,,,,0.3,,0.073,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Cần Đơn
14,SMA,Q3,2022,3.9,0.6,0.175,0.087,1795,11152,,,,,,0.557,,,1.3,0.091,1.8,,,,,,,,,0.8,,0.1,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn
15,SP2,Q3,2022,5.3,-17.3,-1.252,0.077,2781,-847,,,,,,-0.025,,,0.0,-0.071,-40.8,,,,,,,,,-41.8,,-0.557,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Sử Pán 2
16,ISH,Q3,2022,6.9,1.4,0.203,0.166,2686,12982,,,,,,0.816,,,4.4,0.066,1.2,,,,,,,,,0.2,,-0.069,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO
17,S4A,Q3,2022,8.1,2.1,0.271,0.161,3710,14452,,,,,,0.631,,,1.7,0.015,1.6,,,,,,,,,0.6,,-0.023,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Sê San 4A
18,SVH,Q3,2022,2.2,0.6,0.311,0.151,2752,10263,,,,,,0.546,,,1.2,0.044,1.8,,,,,,,,,0.8,,0.008,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Sông Vàng
19,TBC,Q3,2022,6.5,1.6,0.255,0.168,4266,17577,,,,,,0.679,,,5.3,0.414,1.5,,,,,,,,,0.2,,0.092,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Thác Bà
20,VCP,Q3,2022,7.2,1.5,0.238,0.078,3046,14262,,,,,,0.344,,,0.7,0.983,2.9,,,,,,,,,1.4,,0.115,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Xây dựng và Năng lượng VCP
21,NTH,Q3,2022,5.7,2.4,0.439,0.301,6622,15928,,,,,,0.729,,,2.7,0.163,1.4,,,,,,,,,0.4,,-0.002,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Nước Trong
22,TMP,Q3,2022,5.5,1.9,0.393,0.268,7875,22301,,,,,,0.703,,,2.6,0.196,1.4,,,,,,,,,0.4,,0.126,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Thác Mơ
23,TTA,Q3,2022,8.5,0.9,0.116,0.045,1244,11222,,,,,,0.409,,,0.7,0.124,2.4,,,,,,,,,1.4,,0.023,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành
24,DTK,Q3,2022,7.7,0.9,0.12,0.052,1356,11750,,,,,,0.478,,,0.9,0.051,2.1,,,,,,,,,1.1,,0.023,,"Điện, nước & xăng dầu khí đốt",Tổng Công ty Điện lực TKV - Công ty Cổ phần
25,VPD,Q3,2022,9.9,1.6,0.17,0.117,2320,14768,,,,,,0.754,,,3.1,0.284,1.3,,,,,,,,,0.3,,0.092,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Phát triển Điện lực Việt Nam
26,VSH,Q3,2022,7.0,1.6,0.254,0.11,4547,19653,,,,,,0.48,,,0.9,0.324,2.1,,,,,,,,,1.1,,0.05,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh
27,XMP,Q3,2022,14.7,1.5,0.102,0.038,1104,10904,,,,,,0.379,,,0.6,0.551,2.6,,,,,,,,,1.6,,0.021,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thủy điện Xuân Minh
28,ASP,Q3,2022,-9.4,0.5,-0.054,-0.013,-671,11864,,,,,,0.22,,,0.3,3.259,4.5,,,,,,,,,3.4,,-0.03,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Tập đoàn Dầu khí An Pha
29,BDW,Q3,2022,6.0,1.1,0.201,0.098,3308,17382,,,,,,0.499,,,1.0,0.267,2.0,,,,,,,,,1.0,,0.078,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Bình Định
30,NBT,Q3,2022,7.0,0.9,0.136,0.109,1892,14220,,,,,,0.824,,,4.7,0.05,1.2,,,,,,,,,0.2,,0.038,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Bến Tre
31,BGW,Q3,2022,27.0,1.6,0.06,0.051,627,10470,,,,,,0.853,,,5.8,0.024,1.2,,,,,,,,,0.2,,0.018,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nước sạch Bắc Giang
32,BWE,Q3,2022,11.5,2.2,0.201,0.088,4246,22424,,,,,,0.447,,,0.8,0.049,2.2,,,,,,,,,1.2,,0.048,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương
33,BNW,Q3,2022,19.6,0.8,0.038,0.024,404,10371,,,,,,0.591,,,1.4,-0.109,1.7,,,,,,,,,0.7,,0.019,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Nước sạch Bắc Ninh
34,BTW,Q3,2022,9.4,1.3,0.142,0.099,3474,25303,,,,,,0.665,,,2.0,0.416,1.5,,,,,,,,,0.5,,0.076,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Bến Thành
35,BWS,Q3,2022,13.5,2.5,0.185,0.169,2072,11319,,,,,,0.914,,,10.6,-0.022,1.1,,,,,,,,,0.1,,-0.033,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp Nước Bà Rịa - Vũng Tàu
36,CMW,Q3,2022,11.3,0.9,0.076,0.036,804,10665,,,,,,0.481,,,0.9,0.028,2.1,,,,,,,,,1.1,,0.017,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Cà Mau
37,CCI,Q3,2022,23.3,1.6,0.065,0.024,972,14307,,,,,,0.326,,,0.5,-0.163,3.1,,,,,,,,,2.1,,0.018,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi
38,CLW,Q3,2022,13.4,2.1,0.158,0.068,2626,16890,,,,,,0.423,,,0.7,0.641,2.4,,,,,,,,,1.4,,0.073,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Chợ Lớn
39,CNG,Q3,2022,7.2,1.7,0.246,0.106,3594,15411,,,,,,0.404,,,0.7,0.062,2.5,,,,,,,,,1.5,,0.025,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần CNG Việt Nam
40,CTW,Q3,2022,12.1,1.1,0.095,0.056,1431,15403,,,,,,0.593,,,2.1,0.034,1.7,,,,,,,,,0.5,,-0.021,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Cần Thơ
41,DWC,Q3,2022,-26.7,1.9,-0.07,-0.024,-681,9347,,,,,,0.363,,,0.6,0.596,2.8,,,,,,,,,1.8,,-0.028,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Đắk Lắk
42,DNW,Q3,2022,6.2,1.3,0.221,0.114,3605,17436,,,,,,0.556,,,1.4,0.007,1.8,,,,,,,,,0.7,,-0.038,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Đồng Nai
43,DNN,Q3,2022,0.1,0.0,0.19,0.094,2384,13116,,,,,,0.474,,,0.9,0.168,2.1,,,,,,,,,1.1,,0.007,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Đà Nẵng
44,DWS,Q3,2022,8.1,0.9,0.116,0.034,1414,12469,,,,,,0.297,,,0.4,0.042,3.4,,,,,,,,,2.4,,0.031,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước và Môi trường Đô thị Đồng Tháp
45,GDW,Q3,2022,7.4,1.1,0.154,0.09,2677,17865,,,,,,0.621,,,1.6,0.628,1.6,,,,,,,,,0.6,,0.035,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Gia Định
46,GLW,Q3,2022,26.1,0.7,0.026,0.025,282,10815,,,,,,0.969,,,31.6,0.017,1.0,,,,,,,,,0.0,,0.008,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Gia Lai
47,HGW,Q3,2022,22.8,0.6,0.029,0.023,447,15824,,,,,,0.773,,,3.4,3.079,1.3,,,,,,,,,0.3,,0.01,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước - Công trình Đô thị Hậu Giang
48,HDW,Q3,2022,8.8,1.0,0.11,0.049,1483,13571,,,,,,0.446,,,0.8,-0.032,2.2,,,,,,,,,1.2,,-0.029,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Kinh doanh Nước sạch Hải Dương
49,HPW,Q3,2022,13.6,1.2,0.087,0.036,1162,13440,,,,,,0.44,,,0.8,-0.099,2.3,,,,,,,,,1.2,,0.036,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Hải Phòng
50,HTC,Q3,2022,11.5,1.2,0.101,0.049,1751,17382,,,,,,0.465,,,0.9,0.233,2.2,,,,,,,,,1.2,,-0.007,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Thương mại Hóc Môn
51,HWS,Q3,2022,9.3,1.0,0.108,0.053,1196,11177,,,,,,0.478,,,0.9,0.037,2.1,,,,,,,,,1.1,,0.049,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp nước Thừa Thiên Huế
52,DDG,Q3,2022,51.4,4.3,0.109,0.043,772,9257,,,,,,0.416,,,0.7,0.183,2.4,,,,,,,,,1.4,,0.018,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương
53,KHW,Q3,2022,9.7,1.2,0.13,0.078,1434,11281,,,,,,0.604,,,1.5,0.149,1.7,,,,,,,,,0.7,,-0.034,,"Điện, nước & xăng dầu khí đốt",Công ty Cổ phần Cấp thoát nước Khánh Hòa
54,HNG,Q3,2022,-3.3,2.8,-0.43,-0.134,-1715,1992,,,,,,0.191,,,0.2,0.141,5.2,,,,,,,,,4.2,,-0.225,,Thực phẩm và đồ uống,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai
55,HNM,Q3,2022,12.3,2.2,0.199,0.06,642,3556,,,,,,0.32,,,0.5,0.175,3.1,,,,,,,,,2.1,,0.075,,Thực phẩm và đồ uống,Công ty Cổ phần Sữa Hà Nội
56,HNF,Q3,2022,4.5,0.8,0.183,0.055,3494,20808,,,,,,0.312,,,0.5,0.702,3.2,,,,,,,,,2.2,,0.112,,Thực phẩm và đồ uống,Công ty Cổ phần Thực phẩm Hữu Nghị
57,HVA,Q3,2022,131.6,0.6,0.006,0.005,47,11350,,,,,,0.912,,,10.3,-0.417,1.1,,,,,,,,,0.1,,0.038,,Thực phẩm và đồ uống,Công ty Cổ phần Đầu tư HVA
58,IDI,Q3,2022,5.4,1.0,0.2,0.077,2663,13921,,,,,,0.377,,,0.7,0.165,2.6,,,,,,,,,1.5,,-0.072,,Thực phẩm và đồ uống,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I
59,IDP,Q3,2022,8.7,4.7,0.667,0.292,15058,28194,,,,,,0.476,,,0.9,0.062,2.1,,,,,,,,,1.1,,0.125,,Thực phẩm và đồ uống,Công ty Cổ phần Sữa Quốc tế
60,ILA,Q3,2022,36.8,0.5,0.015,0.011,151,10505,,,,,,0.848,,,5.6,-0.074,1.2,,,,,,,,,0.2,,-0.01,,Thực phẩm và đồ uống,Công ty Cổ phần ILA
61,KDC,Q3,2022,35.1,2.4,0.073,0.034,1751,25439,,,,,,0.503,,,1.1,-0.161,2.0,,,,,,,,,0.9,,0.02,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn KIDO
62,KTC,Q3,2022,24.4,0.8,0.031,0.009,358,11399,,,,,,0.296,,,0.4,-0.513,3.4,,,,,,,,,2.4,,-0.025,,Thực phẩm và đồ uống,Công ty Cổ phần Thương mại Kiên Giang
63,KHS,Q3,2022,5.4,1.0,0.191,0.072,3174,16742,,,,,,0.394,,,0.8,-0.025,2.5,,,,,,,,,1.2,,0.047,,Thực phẩm và đồ uống,Công ty Cổ phần Kiên Hùng
64,KTS,Q3,2022,10.7,0.5,0.048,0.02,1580,33337,,,,,,0.419,,,0.7,0.0,2.4,,,,,,,,,1.4,,-0.003,,Thực phẩm và đồ uống,Công ty Cổ phần Đường Kon Tum
65,LAF,Q3,2022,7.5,1.2,0.154,0.068,1875,11917,,,,,,0.353,,,0.5,-0.227,2.8,,,,,,,,,1.8,,0.036,,Thực phẩm và đồ uống,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An
66,LSS,Q3,2022,15.2,0.4,0.029,0.018,605,21650,,,,,,0.673,,,2.2,0.015,1.5,,,,,,,,,0.5,,0.004,,Thực phẩm và đồ uống,Công ty Cổ phần Mía đường Lam Sơn
67,MCF,Q3,2022,6.4,0.6,0.098,0.049,1086,11150,,,,,,0.546,,,1.2,0.23,1.8,,,,,,,,,0.8,,-0.002,,Thực phẩm và đồ uống,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm
68,MCM,Q3,2022,11.0,1.8,0.162,0.143,3287,20499,,,,,,0.881,,,7.4,0.011,1.1,,,,,,,,,0.1,,0.041,,Thực phẩm và đồ uống,Công ty Cổ phần Giống bò sữa Mộc Châu
69,JOS,Q3,2022,-0.5,-0.1,0.115,-0.136,-2393,-22640,,,,,,-1.213,,,-0.5,0.051,-0.8,,,,,,,,,-1.8,,0.008,,Thực phẩm và đồ uống,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải
70,MML,Q3,2022,19.5,3.3,0.161,0.061,2832,16879,,,,,,0.442,,,0.8,-0.187,2.3,,,,,,,,,1.2,,-0.015,,Thực phẩm và đồ uống,Công ty Cổ phần Masan MEATLife
71,MPC,Q3,2022,11.8,1.4,0.124,0.062,1664,13600,,,,,,0.499,,,1.0,0.062,2.0,,,,,,,,,1.0,,0.065,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú
72,MCH,Q3,2022,11.3,3.2,0.326,0.193,7831,27967,,,,,,0.652,,,2.0,-0.01,1.5,,,,,,,,,0.5,,0.078,,Thực phẩm và đồ uống,Công ty Cổ phần Hàng Tiêu Dùng MaSan
73,NCS,Q3,2022,-14.8,4.2,-0.265,-0.039,-1161,4068,,,,,,0.135,,,0.2,-0.618,7.4,,,,,,,,,6.4,,0.133,,Thực phẩm và đồ uống,Công ty Cổ phần Suất ăn Hàng không Nội Bài
74,NGC,Q3,2022,313.1,-15.9,-0.05,0.001,62,-1227,,,,,,-0.018,,,0.0,-0.973,-54.8,,,,,,,,,-55.8,,0.748,,Thực phẩm và đồ uống,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền
75,NSC,Q3,2022,5.5,1.1,0.202,0.117,13492,68489,,,,,,0.588,,,1.7,-0.025,1.7,,,,,,,,,0.6,,0.016,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam
76,OCH,Q3,2022,14.8,1.2,0.07,0.04,507,6515,,,,,,0.537,,,1.3,-2.798,1.9,,,,,,,,,0.8,,0.115,,Thực phẩm và đồ uống,Công ty Cổ phần One Capital Hospitality
77,PAN,Q3,2022,11.5,1.1,0.101,0.031,1942,20886,,,,,,0.306,,,1.0,0.043,3.3,,,,,,,,,1.0,,0.01,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn PAN
78,DAT,Q3,2022,13.6,1.2,0.092,0.041,1039,11876,,,,,,0.45,,,0.8,0.305,2.2,,,,,,,,,1.2,,0.025,,Thực phẩm và đồ uống,Công ty Cổ phần Đầu tư Du lịch và Phát triển Thủy sản
79,CQN,Q3,2022,13.1,1.4,0.104,0.091,1261,12229,,,,,,0.874,,,6.9,0.007,1.1,,,,,,,,,0.1,,0.023,,Thực phẩm và đồ uống,Công ty Cổ phần Cảng Quảng Ninh
80,QNS,Q3,2022,11.5,2.0,0.179,0.13,3446,19711,,,,,,0.747,,,2.9,-0.025,1.3,,,,,,,,,0.3,,0.024,,Thực phẩm và đồ uống,Công ty Cổ phần Đường Quảng Ngãi
81,SAF,Q3,2022,10.7,3.2,0.309,0.177,4077,13630,,,,,,0.588,,,1.4,-0.022,1.7,,,,,,,,,0.7,,0.096,,Thực phẩm và đồ uống,Công ty Cổ phần Lương thực Thực phẩm SAFOCO
82,SBT,Q3,2022,11.9,1.1,0.098,0.035,1159,12221,,,,,,0.325,,,0.6,0.037,3.1,,,,,,,,,1.8,,0.026,,Thực phẩm và đồ uống,Công ty Cổ phần Thành Thành Công - Biên Hòa
83,SEA,Q3,2022,13.6,1.5,0.089,0.07,1733,15467,,,,,,0.737,,,3.5,-0.005,1.4,,,,,,,,,0.3,,0.026,,Thực phẩm và đồ uống,Tổng Công ty Thủy sản Việt Nam - Công ty Cổ phần
84,SGC,Q3,2022,10.5,3.3,0.361,0.274,8524,27353,,,,,,0.817,,,4.5,0.012,1.2,,,,,,,,,0.2,,0.041,,Thực phẩm và đồ uống,Công ty Cổ phần Xuất nhập khẩu Sa Giang
85,SJ1,Q3,2022,16.8,0.9,0.057,0.017,728,13062,,,,,,0.304,,,0.4,0.205,3.3,,,,,,,,,2.3,,0.026,,Thực phẩm và đồ uống,Công ty Cổ phần Nông nghiệp Hùng Hậu
86,SLS,Q3,2022,5.2,1.7,0.33,0.201,24042,75664,,,,,,0.603,,,1.5,0.255,1.7,,,,,,,,,0.7,,-0.025,,Thực phẩm và đồ uống,Công ty Cổ phần Mía đường Sơn La
87,SPD,Q3,2022,18.4,1.0,0.055,0.014,543,10224.0,,,,,,0.245,,,0.3,0.059,4.1,,,,,,,,,3.1,,0.011,,Thực phẩm và đồ uống,Công ty Cổ phần Xuất nhập khẩu Thủy sản Miền Trung
88,SSC,Q3,2022,6.8,1.2,0.18,0.128,4849,27628,,,,,,0.704,,,2.4,-0.019,1.4,,,,,,,,,0.4,,0.02,,Thực phẩm và đồ uống,Công ty Cổ phần Giống cây trồng Miền Nam
89,TFC,Q3,2022,17.9,0.6,0.035,0.01,405,11545,,,,,,0.248,,,0.3,-1.449,4.0,,,,,,,,,3.0,,0.11,,Thực phẩm và đồ uống,Công ty Cổ phần Trang
90,BCF,Q3,2022,9.2,2.9,0.337,0.284,3529,11229,,,,,,0.844,,,5.4,0.263,1.2,,,,,,,,,0.2,,-0.01,,Thực phẩm và đồ uống,Công ty Cổ phần Thực phẩm Bích Chi
91,PVC,Q3,2022,171.8,1.5,0.009,0.004,78,8809,,,,,,0.358,,,0.7,-0.125,2.8,,,,,,,,,1.4,,-0.002,,Dầu khí,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần
92,PVD,Q3,2022,-110.1,0.8,-0.007,-0.005,-179,25120,,,,,,0.668,,,2.1,-144.676,1.5,,,,,,,,,0.5,,0.019,,Dầu khí,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí
93,PVS,Q3,2022,21.8,0.9,0.041,0.02,1045,25481,,,,,,0.484,,,1.0,-0.055,2.1,,,,,,,,,1.0,,0.025,,Dầu khí,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam
94,BSR,Q3,2022,3.8,1.2,0.37,0.229,5042,15959,,,,,,0.666,,,2.0,0.0,1.5,,,,,,,,,0.5,,0.01,,Dầu khí,Công ty Cổ phần Lọc Hóa dầu Bình Sơn
95,OIL,Q3,2022,21.3,1.1,0.052,0.019,498,9646,,,,,,0.365,,,0.7,-0.413,2.7,,,,,,,,,1.4,,-0.059,,Dầu khí,Tổng Công ty Dầu Việt Nam - Công ty Cổ phần
96,AMV,Q3,2022,9.1,0.5,0.068,0.054,703,12214,,,,,,0.817,,,5.9,-0.195,1.2,,,,,,,,,0.2,,0.004,,Y tế,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ
97,CVN,Q3,2022,7.9,0.4,0.06,0.056,648,12906,,,,,,0.941,,,28.9,-0.237,1.1,,,,,,,,,0.0,,0.35,,Y tế,Công ty Cổ phần Vinam
98,DNM,Q3,2022,-3.7,1.0,-0.235,-0.042,-5084,18777,,,,,,0.136,,,0.2,27.778,7.4,,,,,,,,,6.4,,-0.15,,Y tế,Tổng Công ty Cổ phần Y tế Danameco
99,JVC,Q3,2022,-43.9,1.2,-0.027,-0.021,-108,3909,,,,,,0.77,,,3.4,-0.541,1.3,,,,,,,,,0.3,,0.028,,Y tế,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật
100,TTD,Q3,2022,9.8,2.9,0.326,0.262,4876,16255,,,,,,0.757,,,3.1,1.392,1.3,,,,,,,,,0.3,,0.06,,Y tế,Công ty Cổ phần Bệnh viện Tim Tâm Đức
101,AGP,Q3,2022,8.9,1.3,0.17,0.063,2170,14806,,,,,,0.381,,,0.6,0.144,2.6,,,,,,,,,1.6,,0.043,,Y tế,Công ty Cổ phần Dược phẩm AGIMEXPHARM
102,APC,Q3,2022,-94.8,0.5,-0.005,-0.003,-169,31956,,,,,,0.643,,,1.8,-0.678,1.6,,,,,,,,,0.6,,0.001,,Y tế,Công ty Cổ phần Chiếu xạ An Phú
103,DBD,Q3,2022,14.0,2.3,0.175,0.127,2853,17556,,,,,,0.752,,,3.0,0.064,1.3,,,,,,,,,0.3,,0.045,,Y tế,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định
104,CDP,Q3,2022,8.8,1.0,0.11,0.011,1282,11438,,,,,,0.095,,,0.1,0.199,10.5,,,,,,,,,9.5,,0.021,,Y tế,Công ty Cổ phần Dược phẩm Trung ương Codupha
105,DP1,Q3,2022,10.2,1.8,0.178,0.038,2161,12250,,,,,,0.224,,,0.3,-0.009,4.5,,,,,,,,,3.5,,0.059,,Y tế,Công ty Cổ phần Dược phẩm Trung ương CPC1
106,DTP,Q3,2022,6.8,1.4,0.235,0.156,7075,34059,,,,,,0.656,,,1.9,0.474,1.5,,,,,,,,,0.5,,0.127,,Y tế,Công ty Cổ phần Dược phẩm CPC1 Hà Nội
107,DAN,Q3,2022,14.5,0.9,0.064,0.041,1909,30556,,,,,,0.597,,,1.5,-0.051,1.7,,,,,,,,,0.7,,0.029,,Y tế,Công ty Cổ phần Dược Danapha
108,DBT,Q3,2022,4.6,1.0,0.234,0.062,2843,13138,,,,,,0.285,,,0.4,0.141,3.5,,,,,,,,,2.4,,0.025,,Y tế,Công ty Cổ phần Dược phẩm Bến Tre
109,DCL,Q3,2022,18.6,1.3,0.078,0.049,1281,19049,,,,,,0.651,,,2.1,0.158,1.5,,,,,,,,,0.5,,0.021,,Y tế,Công ty Cổ phần Dược phẩm Cửu Long
110,DDN,Q3,2022,21.6,0.8,0.04,0.013,509,12982,,,,,,0.385,,,0.6,-0.004,2.6,,,,,,,,,1.6,,0.018,,Y tế,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng
111,DHG,Q3,2022,11.7,2.7,0.24,0.199,7057,31016,,,,,,0.852,,,5.8,0.071,1.2,,,,,,,,,0.2,,0.069,,Y tế,Công ty Cổ phần Dược Hậu Giang
