,ticker,quarter,year,priceToEarning,priceToBook,roe,roa,earningPerShare,bookValuePerShare,interestMargin,nonInterestOnToi,badDebtPercentage,provisionOnBadDebt,costOfFinancing,equityOnTotalAsset,equityOnLoan,costToIncome,equityOnLiability,epsChange,assetOnEquity,preProvisionOnToi,postTaxOnToi,loanOnEarnAsset,loanOnAsset,loanOnDeposit,depositOnEarnAsset,badDebtOnAsset,liquidityOnLiability,payableOnEquity,cancelDebt,bookValuePerShareChange,creditGrowth,industry,organName
10,CTG,Q3,2021,9.6,1.7,0.186,0.012,3077,17802,0.032,0.194,0.017,1.186,0.034,0.066,0.088,0.298,0.1,0.008,15.1,0.566,0.201,0.787,0.749,1.011,0.779,0.012,0.242,14.1,0.008,0.025,0.132,Ngân hàng,Ngân hàng Thương mại Cổ phần Công thương Việt Nam
11,HDB,Q3,2021,13.1,2.5,0.226,0.018,1937,10119,0.046,0.108,0.014,0.809,0.045,0.085,0.153,0.381,0.1,0.065,11.8,0.495,0.408,0.594,0.553,0.985,0.603,0.008,0.426,10.8,0.01,0.056,0.164,Ngân hàng,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh
12,MBB,Q3,2021,10.9,2.1,0.217,0.023,2129,11286,0.054,0.251,0.009,2.328,0.03,0.106,0.175,0.348,0.1,0.064,9.4,0.523,0.359,0.651,0.606,0.978,0.665,0.006,0.385,8.4,0.018,0.052,0.252,Ngân hàng,Ngân hàng Thương mại Cổ phần Quân đội
13,SHB,Q3,2021,16.6,2.7,0.178,0.011,1294,7925,0.036,0.149,0.022,0.554,0.05,0.062,0.085,0.196,0.1,0.187,16.2,0.643,0.321,0.81,0.731,1.047,0.774,0.016,0.196,15.2,0.021,0.08,0.162,Ngân hàng,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội
14,STB,Q3,2021,14.3,1.5,0.11,0.007,1798,17707,0.028,0.211,0.016,1.122,0.042,0.068,0.094,0.577,0.1,-0.022,14.8,0.328,0.152,0.794,0.721,0.851,0.932,0.011,0.227,13.8,0.004,0.099,0.113,Ngân hàng,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín
15,TCB,Q3,2021,10.0,2.0,0.221,0.037,4939,25091,0.057,0.232,0.006,1.844,0.023,0.163,0.275,0.299,0.2,0.077,6.1,0.558,0.505,0.644,0.593,1.015,0.634,0.003,0.405,5.1,0.004,0.053,0.392,Ngân hàng,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam
16,TPB,Q3,2021,14.7,2.7,0.229,0.02,2091,11245,0.044,0.361,0.01,1.154,0.037,0.095,0.186,0.256,0.1,0.074,10.5,0.595,0.302,0.566,0.511,1.011,0.559,0.005,0.45,9.5,0.026,0.221,0.205,Ngân hàng,Ngân hàng Thương mại Cổ phần Tiên Phong
17,VCB,Q3,2021,19.9,3.8,0.208,0.016,3779,19596,0.033,0.213,0.012,2.429,0.024,0.079,0.117,0.377,0.1,0.029,12.6,0.499,0.347,0.7,0.676,0.845,0.829,0.008,0.347,11.6,0.003,0.044,0.195,Ngân hàng,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam
18,VIB,Q3,2021,11.7,3.0,0.294,0.023,2244,8734,0.046,0.13,0.021,0.541,0.041,0.078,0.118,0.464,0.1,-0.038,12.9,0.429,0.36,0.692,0.659,1.101,0.628,0.014,0.332,11.9,0.003,0.053,0.261,Ngân hàng,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam
19,VPB,Q3,2021,23.7,4.7,0.219,0.027,1547,7855,0.083,0.262,0.04,0.489,0.045,0.13,0.196,0.242,0.1,-0.007,7.7,0.607,0.213,0.723,0.662,1.326,0.545,0.026,0.311,6.7,0.056,0.039,0.141,Ngân hàng,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng
20,HPG,Q3,2021,7.3,2.8,0.456,0.217,5449,14469,,,,,,0.482,,,0.9,0.262,2.1,,,,,,,,,1.1,,0.14,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Hòa Phát
21,GVR,Q3,2021,25.8,2.9,0.117,0.069,1371,12293,,,,,,0.62,,,2.1,0.049,1.6,,,,,,,,,0.5,,0.016,,Hóa chất,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần
22,MSN,Q3,2021,70.5,7.8,0.114,0.021,1671,15037,,,,,,0.174,,,0.4,0.141,5.7,,,,,,,,,2.8,,0.008,,Thực phẩm và đồ uống,Công ty Cổ phần Tập đoàn Masan
23,VNM,Q3,2021,16.9,5.7,0.348,0.205,5034,14878,,,,,,0.597,,,1.9,-0.014,1.7,,,,,,,,,0.5,,-0.017,,Thực phẩm và đồ uống,Công ty Cổ phần Sữa Việt Nam
24,SAB,Q3,2021,51.3,9.2,0.187,0.136,2985,16550,,,,,,0.747,,,3.9,-0.199,1.3,,,,,,,,,0.3,,0.02,,Thực phẩm và đồ uống,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn
25,VJC,Q3,2021,58.1,4.1,0.077,0.025,2201,31233,,,,,,0.332,,,0.5,7.059,3.0,,,,,,,,,2.0,,-0.003,,Du lịch và Giải trí,Công ty Cổ phần Hàng không Vietjet
26,MWG,Q3,2021,21.7,4.9,0.252,0.094,2925,12853,,,,,,0.375,,,0.6,-0.037,2.7,,,,,,,,,1.7,,0.03,,Bán lẻ,Công ty Cổ phần Đầu tư Thế Giới Di Động
27,PLX,Q3,2021,20.7,2.7,0.141,0.053,2493,19310,,,,,,0.398,,,0.8,-0.197,2.5,,,,,,,,,1.2,,0.006,,Dầu khí,Tập đoàn Xăng dầu Việt Nam
28,FPT,Q3,2021,24.0,5.7,0.251,0.093,3160,13373,,,,,,0.352,,,0.7,0.051,2.8,,,,,,,,,1.4,,0.012,,Công nghệ Thông tin,Công ty Cổ phần FPT
29,ABC,Q3,2021,17.0,0.8,0.038,0.02,791,15943,,,,,,0.391,,,0.8,-0.361,2.6,,,,,,,,,1.2,,0.007,,Viễn thông,Công ty Cổ phần Truyền thông VMG
30,VGI,Q3,2021,-78.1,3.6,-0.044,-0.023,-439,9666,,,,,,0.544,,,1.2,1.936,1.8,,,,,,,,,0.9,,0.002,,Viễn thông,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel
31,FOX,Q3,2021,22.0,7.0,0.332,0.118,3702,11677,,,,,,0.337,,,0.5,0.028,3.0,,,,,,,,,1.8,,0.021,,Viễn thông,Công ty Cổ phần Viễn thông FPT
32,PIA,Q3,2021,7.9,1.8,0.224,0.158,3157,14229,,,,,,0.777,,,3.5,-0.091,1.3,,,,,,,,,0.3,,0.014,,Viễn thông,Công ty Cổ phần Tin học Viễn thông Petrolimex
33,TTN,Q3,2021,11.9,1.5,0.13,0.078,1074,8313,,,,,,0.633,,,1.7,-0.177,1.6,,,,,,,,,0.6,,0.019,,Viễn thông,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam
34,AGR,Q3,2021,10.9,1.5,0.146,0.135,1488,10856.0,,,,,,0.92,,,11.6,-0.08,1.1,,,,,,,,,0.1,,0.023,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán AGRIBANK
35,APG,Q3,2021,21.6,2.4,0.154,0.144,602,5315.0,,,,,,0.913,,,10.5,0.735,1.1,,,,,,,,,0.1,,0.891,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán APG
36,APS,Q3,2021,9.9,1.9,0.273,0.264,2118,11139.0,,,,,,0.963,,,26.2,0.893,1.0,,,,,,,,,0.0,,1.113,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương
37,BCG,Q3,2021,9.8,1.9,0.273,0.026,1263,6533,,,,,,0.099,,,0.2,0.247,10.1,,,,,,,,,4.6,,0.347,,Dịch vụ tài chính,Công ty Cổ phần Tập đoàn Bamboo Capital
38,BMS,Q3,2021,6.9,1.9,0.311,0.203,3045,11339,,,,,,0.605,,,1.5,-0.076,1.7,,,,,,,,,0.7,,-0.052,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Bảo Minh
39,BSI,Q3,2021,17.6,3.3,0.198,0.084,1521,8109.0,,,,,,0.318,,,0.5,0.132,3.1,,,,,,,,,2.1,,0.068,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán BIDV
40,BVS,Q3,2021,9.7,1.1,0.117,0.06,3226,29066.0,,,,,,0.396,,,0.7,-0.002,2.5,,,,,,,,,1.5,,0.026,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Bảo Việt
41,CTS,Q3,2021,9.7,1.8,0.202,0.07,2005,10907.0,,,,,,0.294,,,0.4,0.047,3.4,,,,,,,,,2.4,,0.019,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam
42,DSC,Q3,2021,1871.0,4.0,0.004,0.003,10,4921,,,,,,0.814,,,4.4,-2.667,1.2,,,,,,,,,0.2,,14.421,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán DSC
43,EVF,Q3,2021,17.4,2.1,0.124,0.016,660,5523,0.045,-0.022,0.026,0.729,0.069,0.122,0.291,0.282,0.1,0.01,8.2,0.574,0.416,0.444,0.419,2.727,0.163,0.011,0.642,7.2,0.046,0.023,0.39,Dịch vụ tài chính,Công ty Tài chính Cổ phần Điện Lực
44,FIT,Q3,2021,27.0,1.2,0.047,0.028,432,9383,,,,,,0.585,,,4.2,0.061,1.7,,,,,,,,,0.2,,0.0,,Dịch vụ tài chính,Công ty Cổ phần Tập đoàn F.I.T
45,ART,Q3,2021,106.4,0.8,0.008,0.008,90,11683,,,,,,0.991,,,116.4,1.855,1.0,,,,,,,,,0.0,,0.006,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán BOS
46,FTS,Q3,2021,12.0,3.3,0.315,0.167,3601,13088,,,,,,0.43,,,0.8,0.474,2.3,,,,,,,,,1.3,,0.098,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán FPT
47,AAS,Q3,2021,40.0,4.2,0.152,0.113,450,4252,,,,,,0.77,,,3.4,-9.135,1.3,,,,,,,,,0.3,,1.776,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán SmartInvest
48,HBS,Q3,2021,62.8,1.0,0.016,0.015,183,11874.0,,,,,,0.994,,,175.7,0.097,1.0,,,,,,,,,0.0,,0.001,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Hòa Bình
49,HCM,Q3,2021,16.9,3.5,0.221,0.075,2320,11206.0,,,,,,0.271,,,0.4,0.199,3.7,,,,,,,,,2.7,,0.066,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
50,HAC,Q3,2021,9.0,1.0,0.118,0.109,1283,11179,,,,,,0.875,,,7.0,0.246,1.1,,,,,,,,,0.1,,0.031,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Hải Phòng
51,IBC,Q3,2021,9.9,2.1,0.241,0.054,2219,10413,,,,,,0.216,,,0.4,-0.232,4.6,,,,,,,,,2.7,,0.043,,Dịch vụ tài chính,Công ty Cổ phần Đầu tư APAX Holdings
52,IVS,Q3,2021,22.7,1.1,0.051,0.051,515,10182.0,,,,,,0.988,,,80.0,0.251,1.0,,,,,,,,,0.0,,0.015,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam)
53,EVS,Q3,2021,21.0,5.2,0.288,0.149,1525,6133,,,,,,0.429,,,0.8,0.085,2.3,,,,,,,,,1.3,,0.06,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Everest
54,OGC,Q3,2021,18.3,3.4,0.205,0.028,343,1830,,,,,,0.159,,,0.6,0.058,6.3,,,,,,,,,1.7,,0.082,,Dịch vụ tài chính,Công ty Cổ phần Tập đoàn Đại Dương
55,ORS,Q3,2021,26.2,2.5,0.16,0.053,1006,10708.0,,,,,,0.35,,,0.5,0.035,2.9,,,,,,,,,1.9,,0.927,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Tiên Phong
56,CSI,Q3,2021,36.0,1.7,0.047,0.047,488,10582,,,,,,0.989,,,94.2,0.139,1.0,,,,,,,,,0.0,,0.02,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam
57,PHS,Q3,2021,23.8,1.7,0.089,0.041,752,10383.0,,,,,,0.416,,,0.7,0.28,2.4,,,,,,,,,1.4,,0.528,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Phú Hưng
58,PSI,Q3,2021,22.8,1.2,0.053,0.021,553,10621.0,,,,,,0.316,,,0.5,0.843,3.2,,,,,,,,,2.2,,0.004,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Dầu khí
59,SBS,Q3,2021,213.1,10.1,0.048,0.027,68,1449.0,,,,,,0.446,,,0.8,0.031,2.2,,,,,,,,,1.2,,0.013,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán SBS
60,SHS,Q3,2021,13.2,3.8,0.339,0.138,1445,5036.0,,,,,,0.408,,,0.7,0.1,2.4,,,,,,,,,1.4,,-0.058,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội
61,TCI,Q3,2021,9.7,2.1,0.277,0.199,1483,6835,,,,,,0.693,,,2.3,0.133,1.4,,,,,,,,,0.4,,0.066,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Thành Công
62,MBS,Q3,2021,21.2,3.4,0.197,0.065,1173,7405,,,,,,0.304,,,0.4,0.305,3.3,,,,,,,,,2.3,,0.06,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán MB
63,TVB,Q3,2021,9.9,1.7,0.239,0.172,1956,11062.0,,,,,,0.785,,,3.7,0.104,1.3,,,,,,,,,0.3,,0.466,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Trí Việt
64,TVC,Q3,2021,5.4,1.4,0.369,0.125,3123,12369,,,,,,0.392,,,1.1,0.54,2.5,,,,,,,,,0.9,,0.424,,Dịch vụ tài chính,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt
65,TVS,Q3,2021,9.4,2.9,0.36,0.095,3305,10611.0,,,,,,0.275,,,0.4,0.0,3.6,,,,,,,,,2.6,,0.045,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Thiên Việt
66,VCI,Q3,2021,14.3,3.1,0.267,0.135,3157,14485,,,,,,0.464,,,0.9,0.204,2.2,,,,,,,,,1.2,,0.195,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Vietcap
67,VDS,Q3,2021,10.3,2.9,0.326,0.137,2012,7114.0,,,,,,0.384,,,0.6,0.096,2.6,,,,,,,,,1.6,,0.051,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Rồng Việt
68,VFS,Q3,2021,28.8,2.6,0.101,0.087,411,4494,,,,,,0.912,,,10.3,0.005,1.1,,,,,,,,,0.1,,0.125,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Nhất Việt
69,VIG,Q3,2021,-59.5,2.2,-0.036,-0.033,-152,4156.0,,,,,,0.892,,,8.3,0.049,1.1,,,,,,,,,0.1,,-0.008,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam
70,VIX,Q3,2021,11.6,3.5,0.359,0.287,1055,3470.0,,,,,,0.776,,,3.5,-0.003,1.3,,,,,,,,,0.3,,0.068,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán VIX
71,VND,Q3,2021,13.7,2.9,0.297,0.086,1479,7014.0,,,,,,0.299,,,0.4,0.239,3.3,,,,,,,,,2.3,,0.767,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán VNDIRECT
72,WSS,Q3,2021,213.1,1.1,0.005,0.005,51,10010.0,,,,,,0.99,,,103.9,-0.942,1.0,,,,,,,,,0.0,,-0.069,,Dịch vụ tài chính,Công ty Cổ phần Chứng khoán Phố Wall
73,AAV,Q3,2021,63.5,5.0,0.082,0.051,450,5697,,,,,,0.642,,,2.1,0.406,1.6,,,,,,,,,0.5,,0.025,,Bất động sản,Công ty Cổ phần AAV Group
74,AGG,Q3,2021,9.7,2.2,0.249,0.041,3363,15149,,,,,,0.16,,,0.3,0.001,6.2,,,,,,,,,3.8,,0.005,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia
75,AMD,Q3,2021,37.3,0.4,0.011,0.008,128,11288,,,,,,0.653,,,2.3,0.168,1.5,,,,,,,,,0.4,,0.001,,Bất động sản,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone
76,API,Q3,2021,43.5,6.3,0.153,0.03,1027,7072,,,,,,0.201,,,0.3,0.508,5.0,,,,,,,,,3.9,,0.079,,Bất động sản,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương
77,BII,Q3,2021,7.9,1.7,0.249,0.133,2254,10276,,,,,,0.467,,,0.9,0.04,2.1,,,,,,,,,1.1,,0.006,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư
78,MH3,Q3,2021,24.9,6.4,0.25,0.062,2440,9526,,,,,,0.25,,,0.3,-0.024,4.0,,,,,,,,,3.0,,0.043,,Bất động sản,Công ty Cổ phần Khu công nghiệp Cao su Bình Long
79,C21,Q3,2021,99.2,0.4,0.004,0.003,134,35094,,,,,,0.747,,,3.2,-0.526,1.3,,,,,,,,,0.3,,-0.006,,Bất động sản,Công ty Cổ phần Thế kỷ 21
80,CCL,Q3,2021,8.2,1.1,0.144,0.072,1439,10311,,,,,,0.5,,,1.0,-0.029,2.0,,,,,,,,,1.0,,0.011,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long
81,CRE,Q3,2021,19.4,3.6,0.202,0.103,938,5001,,,,,,0.422,,,0.7,0.057,2.4,,,,,,,,,1.3,,0.033,,Bất động sản,Công ty Cổ phần Bất động sản Thế Kỷ
82,CEO,Q3,2021,-34.0,1.9,-0.055,-0.021,-303,5400,,,,,,0.396,,,0.9,0.474,2.5,,,,,,,,,1.2,,-0.012,,Bất động sản,Công ty Cổ phần Tập đoàn C.E.O
83,CKG,Q3,2021,22.0,2.4,0.13,0.021,1104,10192,,,,,,0.192,,,0.3,-0.099,5.2,,,,,,,,,4.0,,0.003,,Bất động sản,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang
84,D11,Q3,2021,2.3,1.0,0.518,0.132,9935,22761,,,,,,0.417,,,0.7,0.127,2.4,,,,,,,,,1.4,,0.053,,Bất động sản,Công ty Cổ phần Địa ốc 11
85,D2D,Q3,2021,5.4,1.4,0.284,0.142,9192,34955,,,,,,0.553,,,1.2,0.228,1.8,,,,,,,,,0.8,,0.04,,Bất động sản,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2
86,DIG,Q3,2021,24.2,3.1,0.141,0.059,1051,8280,,,,,,0.363,,,0.6,-0.038,2.8,,,,,,,,,1.7,,0.055,,Bất động sản,Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng
87,DRH,Q3,2021,86.1,1.8,0.021,0.007,142,6837,,,,,,0.328,,,0.5,-0.261,3.0,,,,,,,,,2.0,,0.002,,Bất động sản,Công ty Cổ phần DRH Holdings
88,DTA,Q3,2021,59.3,1.8,0.031,0.01,317,10426,,,,,,0.282,,,0.4,0.501,3.5,,,,,,,,,2.5,,-0.001,,Bất động sản,Công ty Cổ phần Đệ Tam
89,DXG,Q3,2021,16.2,1.6,0.111,0.033,1177,11951,,,,,,0.298,,,0.8,-0.054,3.4,,,,,,,,,1.2,,0.0,,Bất động sản,Công ty Cổ phần Tập đoàn Đất Xanh
90,LEC,Q3,2021,55.3,1.0,0.019,0.006,220,11977,,,,,,0.307,,,0.5,-0.205,3.3,,,,,,,,,2.0,,0.0,,Bất động sản,Công ty Cổ phần Bất động sản Điện lực Miền Trung
91,FDC,Q3,2021,33.3,0.9,0.026,0.018,402,15513,,,,,,0.765,,,3.3,0.28,1.3,,,,,,,,,0.3,,0.0,,Bất động sản,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh
92,FID,Q3,2021,53.0,0.6,0.011,0.01,101,9586,,,,,,0.821,,,4.6,-4.092,1.2,,,,,,,,,0.2,,0.0,,Bất động sản,Công ty Cổ phần Đầu tư và Phát triển Doanh nghiệp Việt Nam
93,VBB,Q3,2021,24.0,1.5,0.062,0.004,706,11646,0.011,0.249,0.026,0.419,0.058,0.059,0.118,0.709,0.1,-0.034,17.0,0.229,0.131,0.53,0.498,0.7,0.756,0.013,0.483,16.0,0.0,0.013,0.101,Ngân hàng,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín
94,CAP,Q3,2021,7.9,4.2,0.613,0.468,6259,11884,,,,,,0.782,,,3.6,0.225,1.3,,,,,,,,,0.3,,0.297,,Tài nguyên Cơ bản,Công ty Cổ phần Lâm Nông sản Thực phẩm Yên Bái
95,DHC,Q3,2021,11.9,3.9,0.375,0.238,6748,20627,,,,,,0.667,,,2.0,0.036,1.5,,,,,,,,,0.5,,0.056,,Tài nguyên Cơ bản,Công ty Cổ phần Đông Hải Bến Tre
96,DLG,Q3,2021,-3.6,0.6,-0.142,-0.042,-1130,7401,,,,,,0.298,,,0.5,-0.42,3.4,,,,,,,,,2.1,,0.005,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Đức Long Gia Lai
97,GTA,Q3,2021,10.5,1.0,0.092,0.033,1509,16304,,,,,,0.319,,,0.5,-0.332,3.1,,,,,,,,,2.1,,-0.011,,Tài nguyên Cơ bản,Công ty Cổ phần Chế biến Gỗ Thuận An
98,HAP,Q3,2021,25.4,1.8,0.072,0.062,456,6608,,,,,,0.889,,,8.9,0.139,1.1,,,,,,,,,0.1,,0.015,,Tài nguyên Cơ bản,Công ty Cổ phần Tập Đoàn Hapaco
99,HHP,Q3,2021,25.5,3.1,0.134,0.061,483,4000,,,,,,0.467,,,1.0,0.07,2.1,,,,,,,,,1.0,,0.031,,Tài nguyên Cơ bản,Công ty Cổ phần HHP Global
100,MDF,Q3,2021,10.7,1.2,0.12,0.063,1513,13174,,,,,,0.553,,,1.2,0.068,1.8,,,,,,,,,0.8,,0.021,,Tài nguyên Cơ bản,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị
101,PIS,Q3,2021,12.4,0.9,0.069,0.041,813,11738,,,,,,0.575,,,1.7,-0.183,1.7,,,,,,,,,0.6,,0.007,,Tài nguyên Cơ bản,Tổng Công ty Pisico Bình Định - Công ty Cổ phần
102,PTB,Q3,2021,10.5,2.4,0.252,0.1,7545,32859,,,,,,0.395,,,0.7,0.149,2.5,,,,,,,,,1.5,,0.081,,Tài nguyên Cơ bản,Công ty Cổ phần Phú Tài
103,SAV,Q3,2021,9.7,1.6,0.17,0.097,2368,14695,,,,,,0.59,,,1.4,-0.104,1.7,,,,,,,,,0.7,,0.025,,Tài nguyên Cơ bản,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex
104,SVT,Q3,2021,5.3,1.1,0.243,0.24,2341,10803,,,,,,0.988,,,83.8,0.124,1.0,,,,,,,,,0.0,,0.032,,Tài nguyên Cơ bản,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông
105,TTF,Q3,2021,-97.7,-6.6,0.072,-0.012,-74,-1094,,,,,,-0.169,,,-0.2,0.702,-5.9,,,,,,,,,-5.6,,-0.003,,Tài nguyên Cơ bản,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành
106,VID,Q3,2021,9.9,0.7,0.077,0.03,788,10660,,,,,,0.355,,,0.8,0.336,2.8,,,,,,,,,1.2,,0.03,,Tài nguyên Cơ bản,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông
107,VIF,Q3,2021,18.3,1.2,0.064,0.057,869,13431,,,,,,0.877,,,8.3,-0.159,1.1,,,,,,,,,0.1,,0.002,,Tài nguyên Cơ bản,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần
108,CBI,Q3,2021,3.6,3.2,1.622,0.189,8155,9104,,,,,,0.233,,,0.3,0.284,4.3,,,,,,,,,3.3,,0.257,,Tài nguyên Cơ bản,Công ty Cổ phần Gang thép Cao Bằng
109,TTS,Q3,2021,41.0,2.1,0.052,0.012,285,5657,,,,,,0.208,,,0.3,0.141,4.8,,,,,,,,,3.8,,0.007,,Tài nguyên Cơ bản,Công ty Cổ phần Cán thép Thái Trung
110,DTL,Q3,2021,12.4,2.1,0.187,0.079,2896,17117,,,,,,0.512,,,1.0,0.48,2.0,,,,,,,,,1.0,,0.016,,Tài nguyên Cơ bản,Công ty Cổ phần Đại Thiên Lộc
